time,X,Y,speed,acc,real_acc
196,2228367.255,934158.9058,6.66,0.76,-0.51
197,2228371.989,934154.9051,6.2,0.82,-0.46
198,2228375.894,934150.5798,5.83,0.88,-0.37
199,2228378.921,934145.8704,5.6,0.96,-0.23
200,2228381.038,934140.73,5.56,1.01,-0.04
201,2228382.297,934135.1625,5.71,0.96,0.15
202,2228382.77,934129.1845,6,0.89,0.29
203,2228382.528,934122.8125,6.38,0.81,0.38
204,2228381.643,934116.0632,6.81,0.75,0.43
205,2228380.19,934108.9652,7.25,0.66,0.44
206,2228378.254,934101.5964,7.62,0.56,0.37
207,2228375.927,934094.0467,7.9,0.43,0.28
208,2228373.296,934086.406,8.08,0.31,0.18
209,2228370.451,934078.7643,8.15,0.21,0.07
210,2228367.482,934071.2116,8.12,0.16,-0.03
211,2228364.469,934063.8279,7.97,0.17,-0.15
212,2228361.458,934056.6544,7.78,0.21,-0.19
213,2228358.488,934049.722,7.54,0.24,-0.24
214,2228355.594,934043.0619,7.26,0.28,-0.28
215,2228352.816,934036.7054,6.94,0.32,-0.32
216,2228350.187,934030.6778,6.58,0.36,-0.36
217,2228347.737,934024.9813,6.2,0.38,-0.38
218,2228345.49,934019.6126,5.82,0.39,-0.38
219,2228343.472,934014.568,5.43,0.4,-0.39
220,2228341.71,934009.8442,5.04,0.41,-0.39
221,2228340.227,934005.4377,4.65,0.42,-0.39
222,2228339.056,934001.3429,4.26,0.45,-0.39
223,2228338.251,933997.5455,3.88,0.46,-0.38
224,2228337.871,933994.0295,3.54,0.51,-0.34
225,2228337.977,933990.7784,3.25,0.56,-0.29
226,2228338.628,933987.776,3.07,0.6,-0.18
227,2228339.883,933985.006,3.04,0.65,-0.03
228,2228341.797,933982.4524,3.19,0.69,0.15
229,2228344.398,933980.1002,3.51,0.72,0.32
230,2228347.71,933977.9343,3.96,0.73,0.45
231,2228351.754,933975.9399,4.51,0.75,0.55
232,2228356.554,933974.1022,5.14,0.77,0.63
233,2228362.112,933972.4067,5.81,0.77,0.67
234,2228368.349,933970.8407,6.43,0.69,0.62
235,2228375.167,933969.392,6.97,0.59,0.54
236,2228382.465,933968.0483,7.42,0.49,0.45
237,2228390.145,933966.7975,7.78,0.39,0.36
238,2228398.108,933965.6272,8.05,0.29,0.27
239,2228406.256,933964.5259,8.22,0.2,0.17
240,2228414.497,933963.4846,8.31,0.11,0.09
241,2228422.741,933962.4948,8.3,0.05,-0.01
242,2228430.897,933961.5482,8.21,0.09,-0.09
243,2228438.874,933960.6364,8.03,0.18,-0.18
244,2228446.599,933959.7494,7.78,0.26,-0.25
245,2228454.06,933958.8708,7.51,0.26,-0.27
246,2228461.26,933957.9825,7.25,0.26,-0.26
247,2228468.204,933957.0664,7,0.26,-0.25
248,2228474.895,933956.1044,6.76,0.25,-0.24
249,2228481.339,933955.0786,6.52,0.26,-0.24
250,2228487.545,933953.9709,6.3,0.24,-0.22
251,2228493.545,933952.7643,6.12,0.23,-0.18
252,2228499.378,933951.4416,5.98,0.2,-0.14
253,2228505.082,933949.986,5.89,0.19,-0.09
254,2228510.695,933948.3804,5.84,0.17,-0.05
255,2228516.247,933946.6128,5.83,0.17,-0.01
256,2228521.732,933944.6912,5.81,0.16,-0.02
257,2228527.138,933942.6284,5.79,0.16,-0.02
258,2228532.448,933940.4375,5.75,0.16,-0.04
259,2228537.651,933938.1315,5.69,0.16,-0.06
260,2228542.732,933935.7232,5.62,0.16,-0.07
261,2228547.679,933933.2246,5.54,0.16,-0.08
262,2228552.485,933930.6439,5.46,0.16,-0.08
263,2228557.147,933927.988,5.37,0.17,-0.09
264,2228561.661,933925.2643,5.27,0.16,-0.1
265,2228566.021,933922.4796,5.17,0.16,-0.1
266,2228570.225,933919.6413,5.07,0.17,-0.1
267,2228574.277,933916.751,4.98,0.16,-0.09
268,2228578.223,933913.7893,4.93,0.12,-0.05
269,2228582.119,933910.7317,4.95,0.11,0.02
270,2228586.021,933907.5535,5.03,0.12,0.08
271,2228589.984,933904.2298,5.17,0.15,0.14
272,2228594.054,933900.7401,5.36,0.2,0.19
273,2228598.243,933897.0795,5.56,0.21,0.2
274,2228602.552,933893.2468,5.77,0.21,0.21
275,2228606.982,933889.2413,5.97,0.22,0.2
276,2228611.536,933885.062,6.18,0.21,0.21
277,2228616.215,933880.7079,6.39,0.21,0.21
278,2228621.023,933876.1748,6.61,0.22,0.22
279,2228625.968,933871.4457,6.84,0.24,0.23
280,2228631.06,933866.5005,7.1,0.27,0.26
281,2228636.312,933861.3188,7.38,0.28,0.28
282,2228641.733,933855.8806,7.68,0.31,0.3
283,2228647.334,933850.1656,8,0.33,0.32
284,2228653.123,933844.1543,8.35,0.35,0.35
285,2228659.098,933837.8305,8.7,0.36,0.35
286,2228665.255,933831.1789,9.06,0.38,0.36
287,2228671.59,933824.1839,9.44,0.38,0.38
288,2228678.097,933816.8301,9.82,0.4,0.38
289,2228684.766,933809.1131,10.2,0.4,0.38
290,2228691.556,933801.0724,10.52,0.34,0.32
291,2228698.418,933792.7584,10.78,0.28,0.26
292,2228705.305,933784.2217,10.97,0.23,0.19
293,2228712.168,933775.5126,11.09,0.17,0.12
294,2228718.959,933766.6817,11.14,0.14,0.05
295,2228725.631,933757.7855,11.12,0.14,-0.02
296,2228732.134,933748.9051,11.01,0.17,-0.11
297,2228738.419,933740.1277,10.8,0.23,-0.21
298,2228744.439,933731.5404,10.49,0.33,-0.31
299,2228750.145,933723.2303,10.08,0.42,-0.41
300,2228755.493,933715.277,9.58,0.51,-0.5
301,2228760.466,933707.7291,9.04,0.55,-0.54
302,2228765.053,933700.6275,8.45,0.59,-0.59
303,2228769.242,933694.0133,7.83,0.63,-0.62
304,2228773.02,933687.9272,7.16,0.66,-0.67
305,2228776.377,933682.4104,6.46,0.71,-0.7
306,2228779.315,933677.4832,5.74,0.72,-0.72
307,2228781.891,933673.0838,5.1,0.64,-0.64
308,2228784.178,933669.1298,4.57,0.54,-0.53
309,2228786.247,933665.539,4.14,0.42,-0.43
310,2228788.169,933662.2289,3.83,0.32,-0.31
311,2228790.018,933659.1173,3.62,0.21,-0.21
312,2228791.868,933656.1195,3.52,0.11,-0.1
313,2228793.819,933653.1416,3.56,0.1,0.04
314,2228795.972,933650.0875,3.74,0.21,0.18
315,2228798.43,933646.8611,4.06,0.36,0.32
316,2228801.295,933643.3663,4.52,0.49,0.46
317,2228804.659,933639.5322,5.1,0.6,0.58
318,2228808.567,933635.3893,5.7,0.63,0.6
319,2228813.053,933630.9933,6.28,0.64,0.58
320,2228818.149,933626.3999,6.86,0.64,0.58
321,2228823.89,933621.6649,7.44,0.66,0.58
322,2228830.31,933616.844,8.03,0.68,0.59
323,2228837.428,933612.0002,8.61,0.7,0.58
324,2228845.209,933607.2259,9.13,0.66,0.52
325,2228853.602,933602.6205,9.57,0.63,0.44
326,2228862.557,933598.2837,9.95,0.63,0.38
327,2228872.025,933594.3148,10.27,0.63,0.32
328,2228881.949,933590.7957,10.53,0.64,0.26
329,2228892.243,933587.7361,10.74,0.59,0.21
330,2228902.815,933585.1279,10.89,0.53,0.15
331,2228913.571,933582.9632,10.97,0.49,0.08
332,2228924.42,933581.2338,10.99,0.44,0.02
333,2228935.267,933579.9317,10.93,0.43,-0.06
334,2228946.036,933579.0425,10.81,0.42,-0.12
335,2228956.707,933578.5265,10.68,0.38,-0.13
336,2228967.279,933578.3377,10.57,0.34,-0.11
337,2228977.747,933578.4302,10.47,0.3,-0.1
338,2228988.109,933578.7581,10.37,0.26,-0.1
339,2228998.36,933579.2752,10.26,0.22,-0.11
340,2229008.497,933579.9399,10.16,0.18,-0.1
341,2229018.509,933580.727,10.04,0.18,-0.12
342,2229028.385,933581.6157,9.92,0.16,-0.12
343,2229038.114,933582.5851,9.78,0.17,-0.14
344,2229047.683,933583.6142,9.62,0.17,-0.16
345,2229057.085,933584.684,9.46,0.17,-0.16
346,2229066.323,933585.783,9.3,0.16,-0.16
347,2229075.404,933586.9012,9.15,0.16,-0.15
348,2229084.334,933588.029,9,0.15,-0.15
349,2229093.121,933589.1565,8.86,0.14,-0.14
350,2229101.771,933590.274,8.72,0.14,-0.14
351,2229110.294,933591.3739,8.59,0.13,-0.13
352,2229118.714,933592.4575,8.49,0.1,-0.1
353,2229127.058,933593.5284,8.41,0.08,-0.08
354,2229135.356,933594.5902,8.37,0.04,-0.04
355,2229143.633,933595.6465,8.34,0.02,-0.03
356,2229151.919,933596.6973,8.35,0.01,0.01
357,2229160.239,933597.7291,8.38,0.04,0.03
358,2229168.62,933598.7248,8.44,0.07,0.06
359,2229177.088,933599.6673,8.52,0.11,0.08
360,2229185.67,933600.5397,8.63,0.13,0.11
361,2229194.393,933601.3248,8.76,0.16,0.13
362,2229203.283,933602.0013,8.92,0.2,0.16
363,2229212.363,933602.5302,9.09,0.24,0.17
364,2229221.655,933602.8682,9.3,0.28,0.21
365,2229231.182,933602.9718,9.53,0.34,0.23
366,2229240.967,933602.7978,9.79,0.37,0.26
367,2229251.032,933602.3028,10.08,0.43,0.29
368,2229261.393,933601.4438,10.4,0.47,0.32
369,2229272.033,933600.1785,10.71,0.5,0.31
370,2229282.928,933598.4654,11.03,0.51,0.32
371,2229294.056,933596.2624,11.34,0.54,0.31
372,2229305.391,933593.5278,11.66,0.57,0.32
373,2229316.915,933590.2308,11.99,0.6,0.33
374,2229328.624,933586.3848,12.32,0.58,0.33
375,2229340.52,933582.0142,12.67,0.55,0.35
376,2229352.603,933577.1436,13.03,0.53,0.36
377,2229364.875,933571.7972,13.39,0.52,0.36
378,2229377.337,933565.9996,13.74,0.49,0.35
379,2229389.989,933559.7798,14.1,0.46,0.36
380,2229402.829,933553.1858,14.43,0.42,0.33
381,2229415.856,933546.2702,14.75,0.38,0.32
382,2229429.066,933539.0855,15.04,0.32,0.29
383,2229442.457,933531.6844,15.3,0.28,0.26
384,2229456.017,933524.1201,15.53,0.23,0.23
385,2229469.694,933516.4481,15.68,0.16,0.15
386,2229483.427,933508.7245,15.76,0.07,0.08
387,2229497.153,933501.0057,15.75,0,-0.01
388,2229510.811,933493.3478,15.66,0.09,-0.09
389,2229524.34,933485.8069,15.49,0.18,-0.17
390,2229537.677,933478.4342,15.24,0.25,-0.25
391,2229550.763,933471.2607,14.92,0.32,-0.32
392,2229563.535,933464.3121,14.54,0.39,-0.38
393,2229575.933,933457.6143,14.09,0.45,-0.45
394,2229587.895,933451.1932,13.58,0.52,-0.51
395,2229599.361,933445.0746,13,0.57,-0.58
396,2229610.274,933439.2767,12.36,0.64,-0.64
397,2229620.593,933433.7865,11.69,0.67,-0.67
398,2229630.283,933428.5834,11,0.69,-0.69
399,2229639.308,933423.6467,10.29,0.72,-0.71
400,2229647.632,933418.9558,9.55,0.74,-0.74
401,2229655.214,933414.4883,8.8,0.77,-0.75
402,2229661.991,933410.2152,8.01,0.82,-0.79
403,2229667.896,933406.1057,7.19,0.88,-0.82
404,2229672.862,933402.1292,6.36,0.95,-0.83
405,2229676.821,933398.255,5.54,1.02,-0.82
406,2229679.704,933394.4523,4.77,1.08,-0.77
407,2229681.454,933390.6935,4.15,1.13,-0.62
408,2229682.041,933386.9636,3.78,1.16,-0.37
409,2229681.449,933383.2508,3.76,1.18,-0.02
410,2229679.657,933379.5431,4.12,1.2,0.36
411,2229676.647,933375.8285,4.78,1.22,0.66
412,2229672.424,933372.097,5.64,1.21,0.86
413,2229667.096,933368.3451,6.52,1.11,0.88
414,2229660.793,933364.571,7.35,0.97,0.83
415,2229653.647,933360.7731,8.09,0.85,0.74
416,2229645.791,933356.9495,8.74,0.71,0.65
417,2229637.354,933353.0985,9.27,0.58,0.53
418,2229628.463,933349.2248,9.7,0.45,0.43
419,2229619.222,933345.3579,10.02,0.35,0.32
420,2229609.727,933341.534,10.24,0.25,0.22
421,2229600.078,933337.789,10.35,0.18,0.11
422,2229590.37,933334.159,10.36,0.13,0.01
423,2229580.704,933330.6799,10.27,0.16,-0.09
424,2229571.154,933327.3887,10.1,0.22,-0.17
425,2229561.717,933324.3252,9.92,0.25,-0.18
426,2229552.367,933321.5304,9.76,0.28,-0.16
427,2229543.076,933319.0452,9.62,0.31,-0.14
428,2229533.821,933316.9105,9.5,0.36,-0.12
429,2229524.574,933315.1586,9.41,0.38,-0.09
430,2229515.306,933313.7885,9.37,0.38,-0.04
431,2229505.991,933312.7908,9.37,0.37,0
432,2229496.598,933312.1562,9.41,0.38,0.04
433,2229487.099,933311.875,9.5,0.37,0.09
434,2229477.465,933311.9379,9.63,0.36,0.13
435,2229467.678,933312.3312,9.79,0.37,0.16
436,2229457.76,933313.0239,9.94,0.33,0.15
437,2229447.747,933313.9808,10.06,0.28,0.12
438,2229437.67,933315.1667,10.15,0.24,0.09
439,2229427.563,933316.5464,10.2,0.19,0.05
440,2229417.467,933318.0834,10.21,0.16,0.01
441,2229407.445,933319.7363,10.16,0.14,-0.05
442,2229397.569,933321.4626,10.03,0.16,-0.13
443,2229387.91,933323.2196,9.82,0.22,-0.21
444,2229378.538,933324.9646,9.53,0.29,-0.29
445,2229369.525,933326.6552,9.17,0.36,-0.36
446,2229360.936,933328.2531,8.74,0.43,-0.43
447,2229352.817,933329.7387,8.25,0.48,-0.49
448,2229345.209,933331.0968,7.73,0.53,-0.52
449,2229338.153,933332.312,7.16,0.57,-0.57
450,2229331.689,933333.3693,6.55,0.62,-0.61
451,2229325.858,933334.2533,5.9,0.66,-0.65
452,2229320.691,933334.9498,5.21,0.68,-0.69
453,2229316.174,933335.4475,4.54,0.68,-0.67
454,2229312.284,933335.7363,3.9,0.66,-0.64
455,2229308.997,933335.806,3.29,0.64,-0.61
456,2229306.291,933335.6462,2.71,0.62,-0.58
457,2229304.14,933335.2444,2.19,0.61,-0.52
458,2229302.525,933334.5786,1.75,0.59,-0.44
459,2229301.422,933333.6242,1.46,0.59,-0.29
460,2229300.809,933332.3571,1.41,0.59,-0.05
461,2229300.666,933330.7526,1.61,0.57,0.2
462,2229300.969,933328.7865,1.99,0.57,0.38
463,2229301.696,933326.4388,2.46,0.57,0.47
464,2229302.818,933323.7076,2.95,0.54,0.49
465,2229304.306,933320.5954,3.45,0.53,0.5
466,2229306.129,933317.1046,3.94,0.5,0.49
467,2229308.258,933313.2379,4.41,0.49,0.47
468,2229310.662,933309.0032,4.87,0.45,0.46
469,2229313.31,933304.4306,5.28,0.42,0.41
470,2229316.167,933299.5556,5.65,0.37,0.37
471,2229319.2,933294.4138,5.97,0.32,0.32
472,2229322.376,933289.0407,6.24,0.27,0.27
473,2229325.662,933283.4719,6.47,0.23,0.23
474,2229329.027,933277.7386,6.65,0.17,0.18
475,2229332.45,933271.8549,6.81,0.16,0.16
476,2229335.914,933265.8307,6.95,0.15,0.14
477,2229339.402,933259.6757,7.07,0.14,0.12
478,2229342.894,933253.3997,7.18,0.12,0.11
479,2229346.376,933247.0157,7.27,0.1,0.09
480,2229349.837,933240.5492,7.33,0.09,0.06
481,2229353.272,933234.0291,7.37,0.06,0.04
482,2229356.672,933227.4841,7.38,0.04,0.01
483,2229360.029,933220.9429,7.35,0.04,-0.03
484,2229363.338,933214.4343,7.3,0.06,-0.05
485,2229366.59,933207.9849,7.22,0.08,-0.08
486,2229369.777,933201.6134,7.12,0.1,-0.1
487,2229372.891,933195.3361,7.01,0.12,-0.11
488,2229375.924,933189.1696,6.87,0.14,-0.14
489,2229378.867,933183.1303,6.72,0.16,-0.15
490,2229381.712,933177.2347,6.55,0.17,-0.17
491,2229384.456,933171.4895,6.37,0.19,-0.18
492,2229387.115,933165.8616,6.22,0.14,-0.15
493,2229389.708,933160.3085,6.13,0.11,-0.09
494,2229392.258,933154.7872,6.08,0.05,-0.05
495,2229394.785,933149.255,6.08,0.02,0
496,2229397.309,933143.6715,6.13,0.05,0.05
497,2229399.851,933138.0057,6.21,0.09,0.08
498,2229402.431,933132.2288,6.33,0.12,0.12
499,2229405.069,933126.3122,6.48,0.15,0.15
500,2229407.786,933120.2271,6.66,0.19,0.18
501,2229410.601,933113.9448,6.88,0.21,0.22
502,2229413.531,933107.4452,7.13,0.25,0.25
503,2229416.576,933100.742,7.36,0.23,0.23
504,2229419.732,933093.8575,7.57,0.22,0.21
505,2229422.994,933086.814,7.76,0.19,0.19
506,2229426.359,933079.6339,7.93,0.18,0.17
507,2229429.82,933072.3395,8.07,0.14,0.14
508,2229433.356,933064.9538,8.19,0.13,0.12
509,2229436.946,933057.4999,8.27,0.08,0.08
510,2229440.566,933050.001,8.33,0.06,0.06
511,2229444.193,933042.4801,8.35,0.02,0.02
512,2229447.804,933034.9604,8.34,0.02,-0.01
513,2229451.382,933027.4599,8.31,0.04,-0.03
514,2229454.926,933019.976,8.28,0.04,-0.03
515,2229458.442,933012.5012,8.26,0.02,-0.02
516,2229461.935,933005.0279,8.25,0.03,-0.01
517,2229465.41,932997.5485,8.25,0.02,0
518,2229468.872,932990.0554,8.25,0.01,0
519,2229472.325,932982.5413,8.27,0.02,0.02
520,2229475.777,932974.9999,8.29,0.03,0.02
521,2229479.233,932967.4255,8.33,0.03,0.04
522,2229482.701,932959.8121,8.37,0.04,0.04
523,2229486.186,932952.1538,8.41,0.05,0.04
524,2229489.692,932944.451,8.46,0.04,0.05
525,2229493.208,932936.7289,8.48,0.02,0.02
526,2229496.721,932929.0193,8.47,0.01,-0.01
527,2229500.215,932921.3535,8.42,0.04,-0.05
528,2229503.678,932913.7633,8.34,0.09,-0.08
529,2229507.096,932906.2802,8.23,0.12,-0.11
530,2229510.455,932898.9314,8.08,0.14,-0.15
