time,X,Y,speed,acc,real_acc
221,2228362.14,934164.8985,6.1,0.49,-0.36
222,2228366.974,934161.8108,5.74,0.56,-0.36
223,2228371.24,934158.5323,5.38,0.59,-0.36
224,2228374.924,934155.0284,5.08,0.63,-0.3
225,2228378.015,934151.2624,4.87,0.65,-0.21
226,2228380.506,934147.1975,4.77,0.67,-0.1
227,2228382.387,934142.7973,4.79,0.7,0.02
228,2228383.649,934138.0249,4.94,0.72,0.15
229,2228384.293,934132.8553,5.21,0.74,0.27
230,2228384.362,934127.3096,5.55,0.69,0.34
231,2228383.909,934121.4205,5.91,0.62,0.36
232,2228382.988,934115.2206,6.27,0.56,0.36
233,2228381.651,934108.7427,6.61,0.5,0.34
234,2228379.951,934102.0194,6.93,0.43,0.32
235,2228377.943,934095.0834,7.22,0.38,0.29
236,2228375.679,934087.9712,7.46,0.3,0.24
237,2228373.22,934080.7346,7.64,0.24,0.18
238,2228370.625,934073.4294,7.75,0.16,0.11
239,2228367.955,934066.1113,7.79,0.07,0.04
240,2228365.269,934058.8358,7.76,0.04,-0.03
241,2228362.629,934051.6587,7.65,0.11,-0.11
242,2228360.094,934044.6356,7.47,0.19,-0.18
243,2228357.722,934037.8182,7.22,0.26,-0.25
244,2228355.558,934031.2417,6.92,0.32,-0.3
245,2228353.648,934024.9372,6.59,0.38,-0.33
246,2228352.033,934018.9359,6.21,0.42,-0.38
247,2228350.758,934013.2689,5.81,0.47,-0.4
248,2228349.865,934007.9673,5.38,0.54,-0.43
249,2228349.393,934003.0555,4.93,0.57,-0.45
250,2228349.355,933998.5303,4.53,0.57,-0.4
251,2228349.761,933994.3818,4.17,0.59,-0.36
252,2228350.619,933990.6001,3.88,0.58,-0.29
253,2228351.939,933987.1752,3.67,0.58,-0.21
254,2228353.727,933984.0972,3.56,0.58,-0.11
255,2228355.994,933981.3561,3.56,0.59,0
256,2228358.735,933978.9398,3.65,0.57,0.09
257,2228361.894,933976.8276,3.8,0.52,0.15
258,2228365.402,933974.9964,3.96,0.45,0.16
259,2228369.189,933973.4233,4.1,0.38,0.14
260,2228373.187,933972.0853,4.22,0.31,0.12
261,2228377.328,933970.9594,4.29,0.25,0.07
262,2228381.541,933970.0227,4.32,0.2,0.03
263,2228385.761,933969.2532,4.29,0.17,-0.03
264,2228389.938,933968.6329,4.22,0.16,-0.07
265,2228394.024,933968.1451,4.12,0.16,-0.1
266,2228397.973,933967.7728,3.97,0.18,-0.15
267,2228401.736,933967.4992,3.77,0.21,-0.2
268,2228405.267,933967.3072,3.54,0.24,-0.23
269,2228408.528,933967.1814,3.26,0.28,-0.28
270,2228411.525,933967.1109,3,0.27,-0.26
271,2228414.274,933967.086,2.75,0.25,-0.25
272,2228416.79,933967.0972,2.52,0.23,-0.23
273,2228419.088,933967.1349,2.3,0.22,-0.22
274,2228421.184,933967.1895,2.1,0.2,-0.2
275,2228423.094,933967.2514,1.91,0.19,-0.19
276,2228424.836,933967.3123,1.74,0.17,-0.17
277,2228426.435,933967.3685,1.6,0.14,-0.14
278,2228427.919,933967.4177,1.49,0.12,-0.11
279,2228429.317,933967.4576,1.4,0.08,-0.09
280,2228430.656,933967.4857,1.34,0.06,-0.06
281,2228431.964,933967.4997,1.31,0.04,-0.03
282,2228433.266,933967.498,1.3,0.01,-0.01
283,2228434.571,933967.4814,1.31,0.02,0.01
284,2228435.884,933967.4516,1.31,0.01,0
285,2228437.211,933967.4101,1.33,0.02,0.02
286,2228438.555,933967.3586,1.35,0.01,0.02
287,2228439.924,933967.2985,1.37,0.03,0.02
288,2228441.322,933967.2316,1.4,0.03,0.03
289,2228442.751,933967.1593,1.43,0.03,0.03
290,2228444.206,933967.0835,1.46,0.02,0.03
291,2228445.677,933967.0057,1.47,0.02,0.01
292,2228447.155,933966.9278,1.48,0.01,0.01
293,2228448.632,933966.8513,1.48,0,0
294,2228450.098,933966.778,1.47,0.01,-0.01
295,2228451.545,933966.7096,1.45,0.02,-0.02
296,2228452.964,933966.6473,1.42,0.03,-0.03
297,2228454.352,933966.5908,1.39,0.03,-0.03
298,2228455.706,933966.5391,1.36,0.04,-0.03
299,2228457.025,933966.4916,1.32,0.03,-0.04
300,2228458.306,933966.4474,1.28,0.04,-0.04
301,2228459.547,933966.4056,1.24,0.04,-0.04
302,2228460.746,933966.3652,1.2,0.04,-0.04
303,2228461.906,933966.3246,1.16,0.04,-0.04
304,2228463.031,933966.282,1.13,0.03,-0.03
305,2228464.125,933966.2355,1.1,0.04,-0.03
306,2228465.193,933966.1833,1.07,0.02,-0.03
307,2228466.237,933966.1236,1.05,0.03,-0.02
308,2228467.262,933966.0545,1.03,0.02,-0.02
309,2228468.271,933965.9745,1.01,0.01,-0.02
310,2228469.265,933965.8834,1,0.02,-0.01
311,2228470.245,933965.7812,0.99,0.01,-0.01
312,2228471.212,933965.668,0.97,0.01,-0.02
313,2228472.165,933965.5438,0.96,0.02,-0.01
314,2228473.106,933965.4086,0.95,0.02,-0.01
315,2228474.035,933965.2625,0.94,0.01,-0.01
316,2228474.952,933965.1058,0.93,0.01,-0.01
317,2228475.857,933964.9399,0.92,0.02,-0.01
318,2228476.747,933964.7666,0.91,0.01,-0.01
319,2228477.623,933964.5875,0.89,0.01,-0.02
320,2228478.482,933964.4042,0.88,0.02,-0.01
321,2228479.323,933964.2186,0.86,0.02,-0.02
322,2228480.147,933964.0318,0.84,0.02,-0.02
323,2228480.954,933963.8439,0.83,0.01,-0.01
324,2228481.748,933963.6542,0.82,0.02,-0.01
325,2228482.531,933963.4623,0.81,0.01,-0.01
326,2228483.306,933963.2678,0.8,0.01,-0.01
327,2228484.075,933963.0702,0.79,0.01,-0.01
328,2228484.841,933962.8689,0.79,0,0
329,2228485.608,933962.6638,0.79,0.01,0
330,2228486.377,933962.4554,0.8,0,0.01
331,2228487.153,933962.2447,0.8,0.01,0
332,2228487.938,933962.0326,0.81,0.01,0.01
333,2228488.737,933961.82,0.83,0.01,0.02
334,2228489.551,933961.6077,0.84,0.01,0.01
335,2228490.385,933961.3967,0.86,0.02,0.02
336,2228491.242,933961.1875,0.88,0.03,0.02
337,2228492.127,933960.9809,0.91,0.02,0.03
338,2228493.042,933960.7774,0.94,0.04,0.03
339,2228493.991,933960.5776,0.97,0.03,0.03
340,2228494.98,933960.3822,1.01,0.04,0.04
341,2228496.011,933960.1917,1.05,0.04,0.04
342,2228497.087,933960.0055,1.09,0.05,0.04
343,2228498.208,933959.8173,1.14,0.04,0.05
344,2228499.373,933959.6193,1.18,0.04,0.04
345,2228500.58,933959.4041,1.23,0.05,0.05
346,2228501.829,933959.1638,1.27,0.04,0.04
347,2228503.117,933958.891,1.32,0.05,0.05
348,2228504.443,933958.5779,1.36,0.06,0.04
349,2228505.807,933958.2178,1.41,0.06,0.05
350,2228507.207,933957.8076,1.46,0.06,0.05
351,2228508.642,933957.3451,1.51,0.06,0.05
352,2228510.111,933956.8282,1.56,0.07,0.05
353,2228511.614,933956.2546,1.61,0.06,0.05
354,2228513.149,933955.6221,1.66,0.07,0.05
355,2228514.715,933954.9299,1.71,0.07,0.05
356,2228516.308,933954.1826,1.76,0.06,0.05
357,2228517.923,933953.3862,1.8,0.06,0.04
358,2228519.556,933952.5466,1.84,0.04,0.04
359,2228521.202,933951.6697,1.87,0.04,0.03
360,2228522.857,933950.7615,1.89,0.03,0.02
361,2228524.516,933949.828,1.9,0.02,0.01
362,2228526.176,933948.8742,1.91,0.02,0.01
363,2228527.838,933947.9007,1.93,0.02,0.02
364,2228529.507,933946.9074,1.94,0.02,0.01
365,2228531.184,933945.894,1.96,0.02,0.02
366,2228532.873,933944.8603,1.98,0.02,0.02
367,2228534.578,933943.8061,2,0.02,0.02
368,2228536.301,933942.7314,2.03,0.03,0.03
369,2228538.042,933941.637,2.06,0.03,0.03
370,2228539.801,933940.5239,2.08,0.03,0.02
371,2228541.577,933939.3931,2.11,0.03,0.03
372,2228543.371,933938.2456,2.13,0.02,0.02
373,2228545.181,933937.0825,2.15,0.02,0.02
374,2228547.008,933935.9049,2.17,0.03,0.02
375,2228548.848,933934.7152,2.19,0.01,0.02
376,2228550.688,933933.5227,2.19,0,0
377,2228552.512,933932.338,2.18,0.02,-0.01
378,2228554.304,933931.1719,2.14,0.03,-0.04
379,2228556.048,933930.0349,2.08,0.06,-0.06
380,2228557.728,933928.938,2.01,0.07,-0.07
381,2228559.328,933927.8916,1.91,0.09,-0.1
382,2228560.833,933926.9051,1.8,0.11,-0.11
383,2228562.241,933925.9819,1.68,0.12,-0.12
384,2228563.55,933925.1236,1.57,0.12,-0.11
385,2228564.758,933924.3322,1.44,0.12,-0.13
386,2228565.865,933923.6096,1.32,0.12,-0.12
387,2228566.869,933922.9575,1.2,0.13,-0.12
388,2228567.771,933922.3746,1.07,0.12,-0.13
389,2228568.588,933921.8473,0.97,0.09,-0.1
390,2228569.337,933921.3586,0.89,0.08,-0.08
391,2228570.038,933920.8916,0.84,0.05,-0.05
392,2228570.709,933920.4294,0.81,0.03,-0.03
393,2228571.369,933919.9551,0.81,0.01,0
394,2228572.035,933919.4519,0.84,0.03,0.03
395,2228572.728,933918.9026,0.88,0.05,0.04
396,2228573.464,933918.2897,0.96,0.08,0.08
397,2228574.262,933917.5954,1.06,0.1,0.1
398,2228575.14,933916.8017,1.18,0.13,0.12
399,2228576.115,933915.891,1.33,0.16,0.15
400,2228577.206,933914.8454,1.51,0.18,0.18
401,2228578.43,933913.6472,1.71,0.2,0.2
402,2228579.803,933912.283,1.93,0.22,0.22
403,2228581.322,933910.758,2.15,0.22,0.22
404,2228582.985,933909.0819,2.36,0.21,0.21
405,2228584.787,933907.2642,2.56,0.2,0.2
406,2228586.723,933905.3147,2.75,0.19,0.19
407,2228588.79,933903.243,2.93,0.18,0.18
408,2228590.982,933901.0593,3.09,0.16,0.16
409,2228593.287,933898.776,3.24,0.16,0.15
410,2228595.692,933896.4058,3.38,0.13,0.14
411,2228598.183,933893.9616,3.49,0.11,0.11
412,2228600.748,933891.4563,3.59,0.1,0.1
413,2228603.373,933888.9028,3.66,0.08,0.07
414,2228606.046,933886.3139,3.72,0.06,0.06
415,2228608.754,933883.6988,3.76,0.05,0.04
416,2228611.501,933881.0527,3.81,0.05,0.05
417,2228614.29,933878.3668,3.87,0.06,0.06
418,2228617.126,933875.6327,3.94,0.06,0.07
419,2228620.013,933872.8418,4.02,0.08,0.08
420,2228622.955,933869.9856,4.1,0.09,0.08
421,2228625.96,933867.0533,4.2,0.09,0.1
422,2228629.039,933864.0264,4.32,0.13,0.12
423,2228632.21,933860.8841,4.46,0.14,0.14
424,2228635.488,933857.6057,4.64,0.18,0.18
425,2228638.888,933854.1704,4.83,0.2,0.19
426,2228642.426,933850.5576,5.06,0.22,0.23
427,2228646.118,933846.7466,5.31,0.25,0.25
428,2228649.975,933842.7205,5.58,0.28,0.27
429,2228653.991,933838.4785,5.84,0.26,0.26
430,2228658.157,933834.0236,6.1,0.26,0.26
431,2228662.464,933829.3588,6.35,0.25,0.25
432,2228666.901,933824.4872,6.59,0.25,0.24
433,2228671.46,933819.4119,6.82,0.24,0.23
434,2228676.129,933814.1359,7.05,0.23,0.23
435,2228680.898,933808.6659,7.26,0.21,0.21
436,2228685.743,933803.0241,7.44,0.18,0.18
437,2228690.637,933797.2362,7.58,0.16,0.14
438,2228695.554,933791.328,7.69,0.12,0.11
439,2228700.468,933785.3252,7.76,0.09,0.07
440,2228705.354,933779.2538,7.79,0.07,0.03
441,2228710.186,933773.1396,7.79,0.07,0
442,2228714.942,933767.0095,7.76,0.07,-0.03
443,2228719.604,933760.8908,7.69,0.1,-0.07
444,2228724.15,933754.8104,7.59,0.12,-0.1
445,2228728.562,933748.7956,7.46,0.16,-0.13
446,2228732.818,933742.8734,7.29,0.17,-0.17
447,2228736.9,933737.0709,7.09,0.22,-0.2
448,2228740.791,933731.4104,6.87,0.24,-0.22
449,2228744.497,933725.8942,6.65,0.23,-0.22
450,2228748.026,933720.5198,6.43,0.23,-0.22
451,2228751.388,933715.2847,6.22,0.21,-0.21
452,2228754.592,933710.1863,6.02,0.21,-0.2
453,2228757.648,933705.2221,5.83,0.2,-0.19
454,2228760.569,933700.3844,5.65,0.18,-0.18
455,2228763.396,933695.6442,5.52,0.13,-0.13
456,2228766.173,933690.9675,5.44,0.08,-0.08
457,2228768.943,933686.3202,5.41,0.03,-0.03
458,2228771.753,933681.6681,5.43,0.04,0.02
459,2228774.645,933676.9771,5.51,0.09,0.08
460,2228777.664,933672.2132,5.64,0.15,0.13
461,2228780.853,933667.3508,5.81,0.2,0.17
462,2228784.24,933662.3994,6,0.22,0.19
463,2228787.854,933657.3768,6.19,0.23,0.19
464,2228791.72,933652.3011,6.38,0.27,0.19
465,2228795.867,933647.1901,6.58,0.28,0.2
466,2228800.32,933642.062,6.79,0.3,0.21
467,2228805.107,933636.9346,7.01,0.34,0.22
468,2228810.252,933631.8308,7.25,0.35,0.24
469,2228815.762,933626.7923,7.47,0.37,0.22
470,2228821.644,933621.8658,7.67,0.39,0.2
471,2228827.902,933617.098,7.87,0.41,0.2
472,2228834.542,933612.5355,8.06,0.43,0.19
473,2228841.569,933608.225,8.24,0.46,0.18
474,2228848.982,933604.2068,8.43,0.48,0.19
475,2228856.762,933600.4965,8.62,0.48,0.19
476,2228864.881,933597.1034,8.8,0.47,0.18
477,2228873.314,933594.0367,8.97,0.45,0.17
478,2228882.035,933591.3058,9.14,0.45,0.17
479,2228891.018,933588.92,9.29,0.43,0.15
480,2228900.237,933586.8886,9.44,0.43,0.15
481,2228909.666,933585.2152,9.58,0.42,0.14
482,2228919.278,933583.8811,9.7,0.38,0.12
483,2228929.048,933582.862,9.82,0.35,0.12
484,2228938.948,933582.1334,9.93,0.32,0.11
485,2228948.953,933581.6711,10.02,0.29,0.09
486,2228959.035,933581.4507,10.09,0.25,0.07
487,2228969.17,933581.4477,10.13,0.23,0.04
488,2228979.334,933581.6385,10.17,0.19,0.04
489,2228989.516,933582.0014,10.19,0.17,0.02
490,2228999.712,933582.5155,10.21,0.15,0.02
491,2229009.914,933583.1598,10.22,0.13,0.01
492,2229020.117,933583.9132,10.23,0.11,0.01
493,2229030.314,933584.7549,10.23,0.09,0
494,2229040.497,933585.6658,10.22,0.07,-0.01
495,2229050.657,933586.635,10.21,0.06,-0.01
496,2229060.78,933587.6539,10.17,0.06,-0.04
497,2229070.853,933588.7136,10.13,0.06,-0.04
498,2229080.865,933589.8052,10.07,0.07,-0.06
499,2229090.803,933590.9199,10,0.07,-0.07
500,2229100.654,933592.049,9.92,0.09,-0.08
501,2229110.409,933593.1837,9.82,0.1,-0.1
502,2229120.059,933594.315,9.72,0.1,-0.1
503,2229129.601,933595.4344,9.61,0.11,-0.11
504,2229139.03,933596.5328,9.49,0.11,-0.12
505,2229148.342,933597.6017,9.37,0.12,-0.12
506,2229157.53,933598.6321,9.25,0.13,-0.12
507,2229166.594,933599.614,9.12,0.14,-0.13
508,2229175.539,933600.5324,8.99,0.13,-0.13
509,2229184.376,933601.3711,8.88,0.14,-0.11
510,2229193.114,933602.1139,8.77,0.14,-0.11
511,2229201.761,933602.7445,8.67,0.14,-0.1
512,2229210.327,933603.2465,8.58,0.15,-0.09
513,2229218.822,933603.6039,8.5,0.16,-0.08
514,2229227.254,933603.8004,8.43,0.17,-0.07
515,2229235.63,933603.8199,8.38,0.19,-0.05
516,2229243.956,933603.6462,8.33,0.2,-0.05
517,2229252.239,933603.2635,8.29,0.22,-0.04
518,2229260.483,933602.6555,8.27,0.23,-0.02
519,2229268.696,933601.8062,8.26,0.24,-0.01
520,2229276.884,933600.6996,8.26,0.26,0
521,2229285.051,933599.3226,8.28,0.27,0.02
522,2229293.203,933597.6739,8.32,0.27,0.04
523,2229301.344,933595.7553,8.36,0.27,0.04
524,2229309.476,933593.5685,8.42,0.27,0.06
525,2229317.605,933591.1152,8.49,0.26,0.07
526,2229325.734,933588.3972,8.57,0.27,0.08
527,2229333.867,933585.4185,8.66,0.26,0.09
528,2229342.01,933582.1929,8.76,0.25,0.1
529,2229350.17,933578.7361,8.86,0.23,0.1
530,2229358.354,933575.0643,8.97,0.21,0.11
531,2229366.567,933571.1933,9.08,0.2,0.11
