time,X,Y,speed,acc,real_acc
106,2228351.092,933974.0121,3.4,0.22,0.22
107,2228354.77,933973.5495,3.71,0.31,0.31
108,2228358.852,933973.0876,4.11,0.4,0.4
109,2228363.431,933972.622,4.6,0.5,0.49
110,2228368.578,933972.1474,5.17,0.57,0.57
111,2228374.284,933971.6538,5.73,0.56,0.56
112,2228380.52,933971.1302,6.26,0.53,0.53
113,2228387.253,933970.5656,6.76,0.49,0.5
114,2228394.455,933969.9487,7.23,0.47,0.47
115,2228402.095,933969.2686,7.67,0.44,0.44
116,2228410.133,933968.5148,8.07,0.41,0.4
117,2228418.483,933967.6785,8.39,0.32,0.32
118,2228427.052,933966.7519,8.62,0.24,0.23
119,2228435.744,933965.7269,8.75,0.16,0.13
120,2228444.466,933964.5953,8.79,0.1,0.04
121,2228453.127,933963.353,8.75,0.13,-0.04
122,2228461.654,933962.0111,8.63,0.16,-0.12
123,2228469.982,933960.5846,8.45,0.22,-0.18
124,2228478.041,933959.0882,8.2,0.28,-0.25
125,2228485.766,933957.537,7.88,0.34,-0.32
126,2228493.099,933955.9451,7.5,0.39,-0.38
127,2228500.03,933954.3229,7.12,0.4,-0.38
128,2228506.56,933952.6803,6.73,0.4,-0.39
129,2228512.69,933951.027,6.35,0.4,-0.38
130,2228518.421,933949.3726,5.96,0.4,-0.39
131,2228523.753,933947.727,5.58,0.4,-0.38
132,2228528.691,933946.0985,5.2,0.39,-0.38
133,2228533.257,933944.491,4.84,0.37,-0.36
134,2228537.476,933942.907,4.51,0.35,-0.33
135,2228541.373,933941.3491,4.2,0.32,-0.31
136,2228544.975,933939.8197,3.91,0.3,-0.29
137,2228548.302,933938.3212,3.65,0.27,-0.26
138,2228551.36,933936.8543,3.39,0.27,-0.26
139,2228554.15,933935.4198,3.14,0.27,-0.25
140,2228556.674,933934.0181,2.89,0.27,-0.25
141,2228558.933,933932.6499,2.64,0.26,-0.25
142,2228560.935,933931.3143,2.41,0.26,-0.23
143,2228562.71,933930.0047,2.21,0.22,-0.2
144,2228564.296,933928.7127,2.05,0.19,-0.16
145,2228565.73,933927.4303,1.92,0.16,-0.13
146,2228567.049,933926.1493,1.84,0.11,-0.08
147,2228568.292,933924.8615,1.79,0.08,-0.05
148,2228569.489,933923.561,1.77,0.04,-0.02
149,2228570.655,933922.2505,1.75,0.03,-0.02
150,2228571.798,933920.935,1.74,0.03,-0.01
151,2228572.927,933919.6194,1.73,0.01,-0.01
152,2228574.051,933918.3089,1.73,0.01,0
153,2228575.181,933917.0025,1.73,0.01,0
154,2228576.341,933915.6767,1.76,0.04,0.03
155,2228577.559,933914.3023,1.84,0.07,0.08
156,2228578.86,933912.8498,1.95,0.11,0.11
157,2228580.273,933911.2901,2.1,0.16,0.15
158,2228581.822,933909.5955,2.3,0.19,0.2
159,2228583.53,933907.745,2.52,0.23,0.22
160,2228585.417,933905.7194,2.77,0.25,0.25
161,2228587.504,933903.4993,3.05,0.28,0.28
162,2228589.813,933901.0656,3.35,0.3,0.3
163,2228592.363,933898.3989,3.69,0.34,0.34
164,2228595.169,933895.4862,4.04,0.35,0.35
165,2228598.218,933892.3395,4.38,0.34,0.34
166,2228601.49,933888.9771,4.69,0.3,0.31
167,2228604.965,933885.417,4.97,0.29,0.28
168,2228608.624,933881.6776,5.23,0.25,0.26
169,2228612.45,933877.7728,5.47,0.23,0.24
170,2228616.449,933873.6997,5.71,0.24,0.24
171,2228620.631,933869.4515,5.96,0.25,0.25
172,2228625.005,933865.021,6.23,0.26,0.27
173,2228629.581,933860.4011,6.5,0.28,0.27
174,2228634.363,933855.5886,6.78,0.28,0.28
175,2228639.34,933850.5948,7.05,0.27,0.27
176,2228644.493,933845.435,7.29,0.24,0.24
177,2228649.807,933840.1242,7.51,0.22,0.22
178,2228655.263,933834.6776,7.71,0.21,0.2
179,2228660.845,933829.1104,7.88,0.17,0.17
180,2228666.53,933823.4403,8.03,0.14,0.15
181,2228672.267,933817.6948,8.12,0.1,0.09
182,2228678.001,933811.9042,8.15,0.04,0.03
183,2228683.677,933806.0988,8.12,0.05,-0.03
184,2228689.237,933800.3086,8.03,0.12,-0.09
185,2228694.634,933794.5606,7.88,0.16,-0.15
186,2228699.849,933788.8682,7.72,0.19,-0.16
187,2228704.873,933783.2414,7.54,0.21,-0.18
188,2228709.694,933777.6904,7.35,0.22,-0.19
189,2228714.301,933772.225,7.15,0.22,-0.2
190,2228718.691,933766.8528,6.94,0.24,-0.21
191,2228722.88,933761.57,6.74,0.22,-0.2
192,2228726.891,933756.3704,6.57,0.2,-0.17
193,2228730.748,933751.2475,6.41,0.17,-0.16
194,2228734.474,933746.195,6.28,0.15,-0.13
195,2228738.092,933741.2066,6.16,0.13,-0.12
196,2228741.62,933736.2819,6.06,0.11,-0.1
197,2228745.054,933731.4439,5.93,0.13,-0.13
198,2228748.385,933726.722,5.78,0.16,-0.15
199,2228751.606,933722.1451,5.6,0.18,-0.18
200,2228754.706,933717.7423,5.38,0.22,-0.22
201,2228757.677,933713.5403,5.15,0.24,-0.23
202,2228760.508,933709.5554,4.89,0.26,-0.26
203,2228763.19,933705.8015,4.61,0.27,-0.28
204,2228765.711,933702.2922,4.32,0.29,-0.29
205,2228768.062,933699.0416,4.01,0.31,-0.31
206,2228770.239,933696.0484,3.7,0.31,-0.31
207,2228772.271,933693.2527,3.46,0.24,-0.24
208,2228774.193,933690.5792,3.29,0.17,-0.17
209,2228776.041,933687.9529,3.21,0.08,-0.08
210,2228777.852,933685.2989,3.21,0.04,0
211,2228779.66,933682.5421,3.3,0.11,0.09
212,2228781.5,933679.6177,3.46,0.16,0.16
213,2228783.399,933676.5019,3.65,0.21,0.19
214,2228785.383,933673.1811,3.87,0.22,0.22
215,2228787.477,933669.6416,4.11,0.25,0.24
216,2228789.706,933665.87,4.38,0.27,0.27
217,2228792.089,933661.8655,4.66,0.27,0.28
218,2228794.61,933657.6784,4.89,0.24,0.23
219,2228797.25,933653.372,5.05,0.17,0.16
220,2228799.984,933649.0096,5.15,0.1,0.1
221,2228802.793,933644.6542,5.18,0.08,0.03
222,2228805.654,933640.3641,5.16,0.09,-0.02
223,2228808.545,933636.1761,5.09,0.1,-0.07
224,2228811.446,933632.1223,4.98,0.14,-0.11
225,2228814.335,933628.2344,4.84,0.16,-0.14
226,2228817.191,933624.5443,4.67,0.2,-0.17
227,2228819.992,933621.0839,4.45,0.24,-0.22
228,2228822.732,933617.8746,4.22,0.26,-0.23
229,2228825.459,933614.8959,4.04,0.23,-0.18
230,2228828.235,933612.1171,3.93,0.21,-0.11
231,2228831.122,933609.5071,3.89,0.2,-0.04
232,2228834.183,933607.0352,3.93,0.22,0.04
233,2228837.48,933604.6742,4.06,0.26,0.13
234,2228841.083,933602.4127,4.25,0.32,0.19
235,2228845.06,933600.2428,4.53,0.39,0.28
236,2228849.482,933598.1569,4.89,0.45,0.36
237,2228854.417,933596.1472,5.33,0.53,0.44
238,2228859.919,933594.2103,5.83,0.56,0.5
239,2228865.978,933592.361,6.33,0.57,0.5
240,2228872.566,933590.6184,6.81,0.54,0.48
241,2228879.658,933589.0015,7.27,0.51,0.46
242,2228887.226,933587.5295,7.71,0.5,0.44
243,2228895.245,933586.2215,8.12,0.48,0.41
244,2228903.677,933585.0933,8.51,0.45,0.39
245,2228912.446,933584.148,8.82,0.38,0.31
246,2228921.464,933583.3856,9.05,0.31,0.23
247,2228930.644,933582.8058,9.2,0.24,0.15
248,2228939.898,933582.4086,9.26,0.19,0.06
249,2228949.152,933582.1906,9.26,0.18,0
250,2228958.378,933582.1364,9.23,0.17,-0.03
251,2228967.562,933582.2273,9.18,0.15,-0.05
252,2228976.689,933582.4449,9.13,0.14,-0.05
253,2228985.745,933582.7703,9.06,0.13,-0.07
254,2228994.724,933583.1874,8.99,0.12,-0.07
255,2229003.667,933583.6891,8.96,0.09,-0.03
256,2229012.627,933584.2709,8.98,0.08,0.02
257,2229021.653,933584.9281,9.05,0.11,0.07
258,2229030.797,933585.6559,9.17,0.13,0.12
259,2229040.11,933586.4499,9.35,0.18,0.18
260,2229049.632,933587.3045,9.56,0.22,0.21
261,2229059.353,933588.2115,9.76,0.21,0.2
262,2229069.25,933589.1619,9.94,0.18,0.18
263,2229079.303,933590.1466,10.1,0.15,0.16
264,2229089.488,933591.1567,10.24,0.14,0.14
265,2229099.771,933592.1827,10.33,0.09,0.09
266,2229110.057,933593.2137,10.34,0.01,0.01
267,2229120.239,933594.2385,10.23,0.11,-0.11
268,2229130.208,933595.2458,10.02,0.21,-0.21
269,2229139.857,933596.2244,9.7,0.32,-0.32
270,2229149.089,933597.1645,9.28,0.42,-0.42
271,2229157.854,933598.0628,8.81,0.47,-0.47
272,2229166.112,933598.9173,8.3,0.5,-0.51
273,2229173.824,933599.7263,7.75,0.55,-0.55
274,2229180.951,933600.4879,7.17,0.58,-0.58
275,2229187.452,933601.2003,6.54,0.63,-0.63
276,2229193.31,933601.8632,5.9,0.64,-0.64
277,2229198.588,933602.4828,5.31,0.58,-0.59
278,2229203.371,933603.0669,4.82,0.5,-0.49
279,2229207.743,933603.6234,4.41,0.41,-0.41
280,2229211.789,933604.1601,4.08,0.32,-0.33
281,2229215.59,933604.6828,3.84,0.25,-0.24
282,2229219.212,933605.1892,3.66,0.18,-0.18
283,2229222.719,933605.6752,3.54,0.11,-0.12
284,2229226.173,933606.1366,3.48,0.07,-0.06
285,2229229.637,933606.5692,3.49,0.03,0.01
286,2229233.174,933606.9655,3.56,0.09,0.07
287,2229236.843,933607.306,3.68,0.14,0.12
288,2229240.702,933607.5677,3.87,0.21,0.19
289,2229244.81,933607.7279,4.11,0.27,0.24
290,2229249.226,933607.7635,4.42,0.33,0.31
291,2229254.007,933607.6519,4.78,0.39,0.36
292,2229259.203,933607.3693,5.2,0.45,0.42
293,2229264.825,933606.889,5.64,0.47,0.44
294,2229270.873,933606.1835,6.09,0.49,0.45
295,2229277.347,933605.2253,6.55,0.49,0.46
296,2229284.249,933603.9868,7.01,0.51,0.46
297,2229291.568,933602.4449,7.48,0.52,0.47
298,2229299.244,933600.5939,7.9,0.48,0.42
299,2229307.207,933598.4328,8.25,0.42,0.35
300,2229315.386,933595.9601,8.54,0.38,0.29
301,2229323.71,933593.1748,8.78,0.35,0.24
302,2229332.115,933590.0809,8.96,0.31,0.18
303,2229340.566,933586.7045,9.1,0.29,0.14
304,2229349.036,933583.0767,9.21,0.25,0.11
305,2229357.496,933579.229,9.29,0.22,0.08
306,2229365.919,933575.1925,9.34,0.19,0.05
307,2229374.276,933570.9986,9.35,0.16,0.01
308,2229382.549,933566.6762,9.33,0.16,-0.02
309,2229390.761,933562.244,9.33,0.13,0
310,2229398.945,933557.7184,9.35,0.1,0.02
311,2229407.134,933553.1159,9.39,0.07,0.04
312,2229415.359,933548.4527,9.46,0.07,0.07
313,2229423.655,933543.7401,9.54,0.09,0.08
314,2229432.053,933538.9682,9.66,0.12,0.12
315,2229440.589,933534.1221,9.82,0.16,0.16
316,2229449.294,933529.1868,10.01,0.19,0.19
317,2229458.204,933524.1473,10.24,0.22,0.23
318,2229467.344,933518.9913,10.49,0.26,0.25
319,2229476.717,933513.7161,10.76,0.26,0.27
320,2229486.32,933508.3217,11.01,0.25,0.25
321,2229496.149,933502.8081,11.27,0.26,0.26
322,2229506.199,933497.1752,11.52,0.25,0.25
323,2229516.467,933491.4231,11.77,0.25,0.25
324,2229526.941,933485.5576,12,0.23,0.23
325,2229537.572,933479.6089,12.18,0.18,0.18
326,2229548.305,933473.613,12.29,0.11,0.11
327,2229559.084,933467.606,12.34,0.05,0.05
328,2229569.853,933461.6239,12.32,0.03,-0.02
329,2229580.552,933455.7037,12.23,0.09,-0.09
330,2229591.11,933449.8862,12.05,0.17,-0.18
331,2229601.45,933444.2134,11.79,0.27,-0.26
332,2229611.498,933438.7271,11.45,0.34,-0.34
333,2229621.178,933433.469,11.02,0.44,-0.43
334,2229630.417,933428.4764,10.5,0.52,-0.52
335,2229639.158,933423.768,9.93,0.57,-0.57
336,2229647.345,933419.358,9.3,0.63,-0.63
337,2229654.922,933415.2605,8.61,0.68,-0.69
338,2229661.834,933411.4896,7.87,0.75,-0.74
339,2229668.025,933408.0594,7.08,0.8,-0.79
340,2229673.455,933404.9737,6.24,0.83,-0.84
341,2229678.133,933402.195,5.44,0.81,-0.8
342,2229682.086,933399.6754,4.69,0.77,-0.75
343,2229685.338,933397.3671,3.99,0.73,-0.7
344,2229687.915,933395.2221,3.35,0.69,-0.64
345,2229689.834,933393.1908,2.79,0.67,-0.56
346,2229691.082,933391.2158,2.34,0.67,-0.45
347,2229691.638,933389.2381,2.05,0.69,-0.29
348,2229691.48,933387.1985,2.05,0.72,0
349,2229690.587,933385.0378,2.34,0.74,0.29
350,2229688.938,933382.7078,2.85,0.78,0.51
351,2229686.506,933380.2041,3.49,0.8,0.64
352,2229683.266,933377.533,4.2,0.83,0.71
353,2229679.189,933374.7012,4.96,0.86,0.76
354,2229674.249,933371.7149,5.77,0.87,0.81
355,2229668.42,933368.5806,6.62,0.9,0.85
356,2229661.692,933365.3044,7.48,0.91,0.86
357,2229654.125,933361.8901,8.3,0.85,0.82
358,2229645.796,933358.3414,9.05,0.77,0.75
359,2229636.784,933354.6617,9.73,0.69,0.68
360,2229627.165,933350.8546,10.35,0.62,0.62
361,2229617.015,933346.9351,10.88,0.54,0.53
362,2229606.404,933342.9649,11.33,0.46,0.45
363,2229595.401,933339.017,11.69,0.39,0.36
364,2229584.072,933335.1647,11.97,0.34,0.28
365,2229572.488,933331.4812,12.16,0.3,0.19
366,2229560.707,933328.0371,12.27,0.31,0.11
367,2229548.754,933324.8936,12.36,0.34,0.09
368,2229536.647,933322.1092,12.42,0.39,0.06
369,2229524.402,933319.7427,12.47,0.43,0.05
370,2229512.035,933317.8526,12.51,0.49,0.04
371,2229499.564,933316.4976,12.54,0.54,0.03
372,2229487.011,933315.7172,12.58,0.59,0.04
373,2229474.427,933315.4745,12.59,0.54,0.01
374,2229461.866,933315.7136,12.56,0.48,-0.03
375,2229449.386,933316.3784,12.5,0.43,-0.06
376,2229437.042,933317.413,12.39,0.4,-0.11
377,2229424.892,933318.7586,12.22,0.37,-0.17
378,2229413.003,933320.3446,11.99,0.35,-0.23
379,2229401.443,933322.0979,11.69,0.37,-0.3
380,2229390.281,933323.9451,11.31,0.41,-0.38
381,2229379.585,933325.813,10.86,0.46,-0.45
382,2229369.421,933327.6342,10.33,0.54,-0.53
383,2229359.842,933329.3648,9.73,0.59,-0.6
384,2229350.897,933330.9669,9.09,0.65,-0.64
385,2229342.636,933332.4026,8.38,0.7,-0.71
386,2229335.109,933333.6338,7.63,0.76,-0.75
387,2229328.366,933334.6227,6.82,0.83,-0.81
388,2229322.442,933335.334,5.97,0.87,-0.85
389,2229317.317,933335.7427,5.14,0.85,-0.83
390,2229312.96,933335.8267,4.36,0.83,-0.78
391,2229309.336,933335.5638,3.63,0.81,-0.73
392,2229306.413,933334.9317,2.99,0.79,-0.64
393,2229304.157,933333.9127,2.47,0.77,-0.52
394,2229302.541,933332.5064,2.14,0.75,-0.33
395,2229301.537,933330.7169,2.05,0.73,-0.09
396,2229301.116,933328.5483,2.21,0.69,0.16
397,2229301.25,933326.0047,2.55,0.66,0.34
398,2229301.908,933323.0932,2.98,0.65,0.43
399,2229303.041,933319.8327,3.45,0.59,0.47
400,2229304.597,933316.2454,3.91,0.54,0.46
401,2229306.523,933312.353,4.34,0.48,0.43
402,2229308.768,933308.1777,4.74,0.42,0.4
403,2229311.279,933303.7414,5.1,0.37,0.36
404,2229314.005,933299.0688,5.41,0.32,0.31
405,2229316.905,933294.1951,5.67,0.26,0.26
406,2229319.937,933289.1583,5.88,0.21,0.21
407,2229323.059,933283.9964,6.03,0.15,0.15
408,2229326.233,933278.7474,6.13,0.1,0.1
409,2229329.42,933273.4437,6.19,0.05,0.06
410,2229332.605,933268.0968,6.22,0.05,0.03
411,2229335.775,933262.7126,6.25,0.03,0.03
412,2229338.917,933257.2969,6.26,0.05,0.01
413,2229342.019,933251.8558,6.26,0.04,0
414,2229345.072,933246.3936,6.26,0.05,0
415,2229348.079,933240.9087,6.26,0.04,0
416,2229351.047,933235.3978,6.26,0.05,0
417,2229353.982,933229.8575,6.27,0.04,0.01
418,2229356.891,933224.2847,6.29,0.04,0.02
419,2229359.781,933218.6761,6.31,0.04,0.02
420,2229362.658,933213.0256,6.34,0.04,0.03
421,2229365.538,933207.3158,6.39,0.06,0.05
422,2229368.435,933201.5264,6.47,0.08,0.08
423,2229371.363,933195.6373,6.58,0.1,0.11
424,2229374.338,933189.6283,6.71,0.13,0.13
425,2229377.374,933183.4767,6.86,0.16,0.15
426,2229380.481,933177.1508,7.05,0.19,0.19
427,2229383.669,933170.6165,7.27,0.22,0.22
428,2229386.949,933163.8396,7.53,0.27,0.26
429,2229390.33,933156.786,7.82,0.29,0.29
430,2229393.819,933149.4336,8.14,0.32,0.32
431,2229397.415,933141.8081,8.43,0.3,0.29
432,2229401.111,933133.9471,8.69,0.25,0.26
433,2229404.903,933125.8882,8.91,0.22,0.22
434,2229408.787,933117.6692,9.09,0.18,0.18
435,2229412.757,933109.3276,9.24,0.15,0.15
436,2229416.803,933100.9038,9.35,0.11,0.11
437,2229420.895,933092.4484,9.39,0.06,0.04
438,2229424.999,933084.0146,9.38,0.03,-0.01
439,2229429.08,933075.6559,9.3,0.07,-0.08
440,2229433.103,933067.4255,9.16,0.14,-0.14
441,2229437.038,933059.3654,8.97,0.19,-0.19
442,2229440.881,933051.4724,8.78,0.2,-0.19
443,2229444.632,933043.7319,8.6,0.17,-0.18
444,2229448.291,933036.1294,8.44,0.17,-0.16
445,2229451.861,933028.6504,8.29,0.15,-0.15
446,2229455.342,933021.2818,8.15,0.14,-0.14
447,2229458.746,933014.0163,8.02,0.13,-0.13
448,2229462.086,933006.8484,7.91,0.12,-0.11
449,2229465.373,932999.7722,7.8,0.1,-0.11
450,2229468.62,932992.7821,7.71,0.1,-0.09
451,2229471.84,932985.8723,7.62,0.09,-0.09
452,2229475.047,932979.0319,7.55,0.07,-0.07
453,2229478.253,932972.2296,7.52,0.04,-0.03
454,2229481.476,932965.4287,7.53,0.01,0.01
455,2229484.729,932958.5925,7.57,0.05,0.04
456,2229488.029,932951.6845,7.66,0.09,0.09
457,2229491.385,932944.6786,7.77,0.12,0.11
458,2229494.785,932937.5908,7.86,0.09,0.09
459,2229498.215,932930.4477,7.92,0.06,0.06
460,2229501.656,932923.2759,7.95,0.03,0.03
461,2229505.093,932916.1019,7.95,0,0
462,2229508.508,932908.9534,7.92,0.03,-0.03
463,2229511.878,932901.8621,7.85,0.08,-0.07
464,2229515.179,932894.8607,7.74,0.11,-0.11
465,2229518.387,932887.982,7.59,0.15,-0.15
466,2229521.478,932881.2586,7.4,0.2,-0.19
467,2229524.428,932874.7235,7.17,0.23,-0.23
468,2229527.221,932868.3969,6.92,0.26,-0.25
469,2229529.881,932862.2502,6.7,0.22,-0.22
470,2229532.44,932856.2423,6.53,0.17,-0.17
471,2229534.929,932850.3323,6.41,0.12,-0.12
472,2229537.381,932844.479,6.35,0.07,-0.06
473,2229539.829,932838.6394,6.33,0.01,-0.02
474,2229542.309,932832.7615,6.38,0.05,0.05
475,2229544.856,932826.7911,6.49,0.11,0.11
476,2229547.507,932820.674,6.67,0.18,0.18
477,2229550.3,932814.3561,6.91,0.24,0.24
478,2229553.264,932807.79,7.2,0.3,0.29
479,2229556.403,932800.9551,7.52,0.32,0.32
480,2229559.719,932793.8373,7.85,0.34,0.33
481,2229563.208,932786.4227,8.19,0.34,0.34
482,2229566.871,932778.6974,8.55,0.36,0.36
483,2229570.705,932770.6474,8.92,0.36,0.37
484,2229574.712,932762.2615,9.29,0.38,0.37
485,2229578.892,932753.5392,9.67,0.37,0.38
486,2229583.249,932744.4827,10.05,0.38,0.38
487,2229587.786,932735.0941,10.43,0.38,0.38
488,2229592.506,932725.3756,10.8,0.38,0.37
489,2229597.405,932715.3383,11.17,0.37,0.37
490,2229602.462,932705.0278,11.48,0.31,0.31
491,2229607.646,932694.4989,11.74,0.25,0.26
492,2229612.93,932683.8061,11.93,0.19,0.19
493,2229618.285,932673.0039,12.06,0.13,0.13
494,2229623.679,932662.1518,12.12,0.06,0.06
495,2229629.07,932651.329,12.09,0.03,-0.03
496,2229634.411,932640.6194,11.97,0.12,-0.12
497,2229639.658,932630.1071,11.75,0.22,-0.22
498,2229644.765,932619.8759,11.43,0.31,-0.32
499,2229649.686,932610.0101,11.03,0.41,-0.4
500,2229654.381,932600.5836,10.53,0.49,-0.5
501,2229658.833,932591.6313,10,0.54,-0.53
502,2229663.031,932583.1781,9.44,0.56,-0.56
503,2229666.961,932575.2489,8.85,0.59,-0.59
504,2229670.613,932567.8686,8.23,0.62,-0.62
505,2229673.984,932561.0426,7.61,0.62,-0.62
506,2229677.112,932554.6971,7.07,0.54,-0.54
507,2229680.044,932548.7391,6.64,0.44,-0.43
508,2229682.827,932543.0752,6.31,0.34,-0.33
509,2229685.509,932537.6124,6.09,0.22,-0.22
510,2229688.135,932532.2584,5.96,0.12,-0.13
511,2229690.751,932526.9255,5.94,0.02,-0.02
512,2229693.402,932521.527,6.01,0.08,0.07
513,2229696.131,932515.9762,6.19,0.17,0.18
514,2229698.983,932510.1864,6.45,0.27,0.26
515,2229702.002,932504.071,6.82,0.37,0.37
516,2229705.222,932497.5593,7.26,0.44,0.44
517,2229708.641,932490.6447,7.71,0.45,0.45
518,2229712.242,932483.3369,8.15,0.44,0.44
519,2229716.014,932475.6452,8.57,0.42,0.42
520,2229719.941,932467.5792,8.97,0.41,0.4
521,2229724.009,932459.1574,9.35,0.38,0.38
522,2229728.193,932450.4344,9.67,0.32,0.32
523,2229732.468,932441.4741,9.93,0.26,0.26
524,2229736.81,932432.3399,10.11,0.18,0.18
525,2229741.192,932423.0956,10.23,0.12,0.12
526,2229745.594,932413.7968,10.29,0.06,0.06
527,2229750.019,932404.4665,10.33,0.04,0.04
528,2229754.474,932395.1197,10.35,0.03,0.02
529,2229758.965,932385.7713,10.37,0.04,0.02
530,2229763.5,932376.4363,10.38,0.05,0.01
