time,X,Y,speed,acc,real_acc
116,2227776.197,934335.6717,7.26,0.11,-0.12
117,2227783.27,934334.4921,7.17,0.1,-0.09
118,2227790.263,934333.3025,7.09,0.08,-0.08
119,2227797.192,934332.0971,7.03,0.06,-0.06
120,2227804.073,934330.8701,6.99,0.05,-0.04
121,2227810.918,934329.6147,6.96,0.04,-0.03
122,2227817.725,934328.3189,6.93,0.06,-0.03
123,2227824.489,934326.9697,6.9,0.07,-0.03
124,2227831.204,934325.5539,6.86,0.09,-0.04
125,2227837.864,934324.0585,6.83,0.09,-0.03
126,2227844.464,934322.4704,6.79,0.11,-0.04
127,2227850.999,934320.7779,6.75,0.12,-0.04
128,2227857.474,934318.975,6.72,0.13,-0.03
129,2227863.893,934317.057,6.7,0.13,-0.02
130,2227870.262,934315.0192,6.69,0.13,-0.01
131,2227876.587,934312.857,6.68,0.13,-0.01
132,2227882.872,934310.5656,6.69,0.13,0.01
133,2227889.121,934308.1452,6.7,0.14,0.01
134,2227895.323,934305.6141,6.7,0.12,0
135,2227901.468,934302.9955,6.68,0.11,-0.02
136,2227907.542,934300.3124,6.64,0.09,-0.04
137,2227913.534,934297.588,6.58,0.09,-0.06
138,2227919.432,934294.8454,6.5,0.09,-0.08
139,2227925.225,934292.1066,6.41,0.11,-0.09
140,2227930.91,934289.3893,6.3,0.1,-0.11
141,2227936.486,934286.7101,6.19,0.12,-0.11
142,2227941.95,934284.0854,6.06,0.13,-0.13
143,2227947.303,934281.532,5.93,0.13,-0.13
144,2227952.541,934279.0663,5.79,0.14,-0.14
145,2227957.664,934276.7045,5.64,0.16,-0.15
146,2227962.676,934274.4605,5.49,0.16,-0.15
147,2227967.58,934272.3478,5.34,0.17,-0.15
148,2227972.38,934270.3799,5.19,0.17,-0.15
149,2227977.08,934268.5703,5.04,0.19,-0.15
150,2227981.683,934266.9325,4.89,0.2,-0.15
151,2227986.195,934265.4791,4.74,0.21,-0.15
152,2227990.63,934264.2203,4.61,0.21,-0.13
153,2227995,934263.1652,4.5,0.21,-0.11
154,2227999.322,934262.3232,4.4,0.23,-0.1
155,2228003.61,934261.7035,4.33,0.22,-0.07
156,2228007.878,934261.3155,4.29,0.23,-0.04
157,2228012.147,934261.1564,4.27,0.23,-0.02
158,2228016.462,934261.1756,4.31,0.18,0.04
159,2228020.873,934261.3104,4.41,0.15,0.1
160,2228025.431,934261.4983,4.56,0.16,0.15
161,2228030.186,934261.6766,4.76,0.2,0.2
162,2228035.19,934261.7827,5,0.25,0.24
163,2228040.483,934261.7593,5.29,0.32,0.29
164,2228046.074,934261.5701,5.59,0.34,0.3
165,2228051.963,934261.1844,5.9,0.36,0.31
166,2228058.149,934260.5711,6.22,0.37,0.32
167,2228064.631,934259.6996,6.54,0.39,0.32
168,2228071.41,934258.5388,6.88,0.42,0.34
169,2228078.476,934257.0689,7.22,0.42,0.34
170,2228085.788,934255.3147,7.52,0.37,0.3
171,2228093.297,934253.3116,7.77,0.32,0.25
172,2228100.952,934251.0954,7.97,0.27,0.2
173,2228108.706,934248.7017,8.11,0.19,0.14
174,2228116.507,934246.1662,8.2,0.16,0.09
175,2228124.307,934243.5245,8.23,0.1,0.03
176,2228132.058,934240.8108,8.21,0.09,-0.02
177,2228139.721,934238.0536,8.14,0.1,-0.07
178,2228147.263,934235.2799,8.04,0.12,-0.1
179,2228154.645,934232.5165,7.88,0.16,-0.16
180,2228161.834,934229.7905,7.69,0.19,-0.19
181,2228168.792,934227.1289,7.45,0.24,-0.24
182,2228175.493,934224.5537,7.18,0.27,-0.27
183,2228181.945,934222.0678,6.91,0.27,-0.27
184,2228188.167,934219.669,6.67,0.25,-0.24
185,2228194.176,934217.3553,6.44,0.23,-0.23
186,2228199.989,934215.1246,6.23,0.22,-0.21
187,2228205.625,934212.9749,6.03,0.19,-0.2
188,2228211.109,934210.9007,5.86,0.18,-0.17
189,2228216.499,934208.8839,5.76,0.1,-0.1
190,2228221.862,934206.9029,5.72,0.05,-0.04
191,2228227.264,934204.9363,5.75,0.04,0.03
192,2228232.772,934202.9624,5.85,0.11,0.1
193,2228238.451,934200.9599,6.02,0.17,0.17
194,2228244.357,934198.9103,6.25,0.24,0.23
195,2228250.507,934196.8076,6.5,0.25,0.25
196,2228256.905,934194.649,6.75,0.26,0.25
197,2228263.557,934192.4317,7.01,0.26,0.26
198,2228270.468,934190.1529,7.28,0.27,0.27
199,2228277.643,934187.8096,7.55,0.28,0.27
200,2228285.076,934185.4008,7.81,0.26,0.26
201,2228292.712,934182.9324,8.03,0.22,0.22
202,2228300.486,934180.412,8.17,0.14,0.14
203,2228308.332,934177.8474,8.25,0.09,0.08
204,2228316.183,934175.2461,8.27,0.04,0.02
205,2228323.975,934172.6159,8.22,0.07,-0.05
206,2228331.64,934169.9599,8.11,0.12,-0.11
207,2228339.116,934167.2641,7.95,0.19,-0.16
208,2228346.338,934164.5097,7.73,0.26,-0.22
209,2228353.243,934161.6781,7.46,0.32,-0.27
210,2228359.768,934158.7507,7.15,0.4,-0.31
211,2228365.848,934155.7088,6.8,0.45,-0.35
212,2228371.426,934152.531,6.42,0.52,-0.38
213,2228376.461,934149.1837,6.05,0.57,-0.37
214,2228380.921,934145.6307,5.7,0.61,-0.35
215,2228384.771,934141.8354,5.41,0.66,-0.29
216,2228387.977,934137.7615,5.18,0.69,-0.23
217,2228390.505,934133.3727,5.06,0.75,-0.12
218,2228392.333,934128.6407,5.07,0.78,0.01
219,2228393.489,934123.5704,5.2,0.75,0.13
220,2228394.011,934118.1748,5.42,0.72,0.22
221,2228393.94,934112.4669,5.71,0.67,0.29
222,2228393.313,934106.4598,6.04,0.64,0.33
223,2228392.172,934100.1664,6.4,0.58,0.36
224,2228390.557,934093.6036,6.76,0.54,0.36
225,2228388.529,934086.8033,7.1,0.48,0.34
226,2228386.149,934079.8014,7.4,0.4,0.3
227,2228383.48,934072.6335,7.65,0.34,0.25
228,2228380.585,934065.3354,7.85,0.26,0.2
229,2228377.525,934057.9429,8,0.18,0.15
230,2228374.362,934050.4951,8.09,0.12,0.09
231,2228371.154,934043.0441,8.11,0.05,0.02
232,2228367.958,934035.6455,8.06,0.05,-0.05
233,2228364.831,934028.3547,7.93,0.13,-0.13
234,2228361.831,934021.2273,7.73,0.21,-0.2
235,2228359.013,934014.3187,7.46,0.28,-0.27
236,2228356.437,934007.6846,7.12,0.37,-0.34
237,2228354.154,934001.3762,6.71,0.44,-0.41
238,2228352.211,933995.4288,6.26,0.5,-0.45
239,2228350.648,933989.8733,5.77,0.54,-0.49
240,2228349.506,933984.7407,5.26,0.6,-0.51
241,2228348.827,933980.0622,4.73,0.64,-0.53
242,2228348.652,933975.8686,4.2,0.71,-0.53
243,2228349.017,933972.1792,3.71,0.73,-0.49
244,2228349.93,933968.9663,3.34,0.73,-0.37
245,2228351.395,933966.19,3.14,0.71,-0.2
246,2228353.415,933963.8109,3.12,0.68,-0.02
247,2228355.993,933961.7893,3.28,0.67,0.16
248,2228359.132,933960.0854,3.57,0.64,0.29
249,2228362.829,933958.6596,3.96,0.62,0.39
250,2228367.056,933957.471,4.39,0.58,0.43
251,2228371.776,933956.4787,4.82,0.53,0.43
252,2228376.954,933955.6418,5.25,0.48,0.43
253,2228382.556,933954.9194,5.65,0.44,0.4
254,2228388.547,933954.2704,6.03,0.4,0.38
255,2228394.882,933953.6588,6.37,0.35,0.34
256,2228401.491,933953.0682,6.63,0.27,0.26
257,2228408.291,933952.487,6.83,0.19,0.2
258,2228415.204,933951.9035,6.94,0.11,0.11
259,2228422.147,933951.3063,6.97,0.04,0.03
260,2228429.043,933950.6836,6.92,0.04,-0.05
261,2228435.816,933950.0266,6.81,0.14,-0.11
262,2228442.43,933949.337,6.65,0.16,-0.16
263,2228448.851,933948.6193,6.46,0.19,-0.19
264,2228455.048,933947.8778,6.24,0.22,-0.22
265,2228460.989,933947.117,5.99,0.26,-0.25
266,2228466.644,933946.3412,5.71,0.29,-0.28
267,2228471.989,933945.5549,5.4,0.31,-0.31
268,2228477.034,933944.7619,5.11,0.29,-0.29
269,2228481.8,933943.966,4.83,0.28,-0.28
270,2228486.305,933943.1712,4.57,0.27,-0.26
271,2228490.567,933942.3812,4.34,0.24,-0.23
272,2228494.608,933941.5999,4.12,0.22,-0.22
273,2228498.444,933940.8316,3.91,0.2,-0.21
274,2228502.088,933940.0825,3.72,0.2,-0.19
275,2228505.55,933939.3593,3.54,0.18,-0.18
276,2228508.843,933938.6688,3.36,0.17,-0.18
277,2228511.976,933938.0175,3.2,0.16,-0.16
278,2228514.962,933937.4123,3.05,0.15,-0.15
279,2228517.809,933936.8592,2.9,0.15,-0.15
280,2228520.521,933936.3622,2.76,0.15,-0.14
281,2228523.099,933935.9245,2.62,0.14,-0.14
282,2228525.546,933935.5496,2.48,0.15,-0.14
283,2228527.863,933935.2407,2.34,0.14,-0.14
284,2228530.052,933935.0013,2.2,0.15,-0.14
285,2228532.114,933934.8324,2.07,0.15,-0.13
286,2228534.052,933934.727,1.94,0.13,-0.13
287,2228535.867,933934.6755,1.82,0.13,-0.12
288,2228537.562,933934.6687,1.7,0.13,-0.12
289,2228539.139,933934.6972,1.58,0.13,-0.12
290,2228540.6,933934.7515,1.46,0.12,-0.12
291,2228541.947,933934.8223,1.35,0.11,-0.11
292,2228543.185,933934.8985,1.24,0.11,-0.11
293,2228544.33,933934.9616,1.15,0.1,-0.09
294,2228545.401,933934.9914,1.07,0.08,-0.08
295,2228546.418,933934.9678,1.02,0.07,-0.05
296,2228547.399,933934.8705,0.99,0.09,-0.03
297,2228548.363,933934.6794,0.98,0.09,-0.01
298,2228549.329,933934.3783,1.01,0.11,0.03
299,2228550.308,933933.9673,1.06,0.11,0.05
300,2228551.31,933933.4505,1.13,0.11,0.07
301,2228552.347,933932.8321,1.21,0.11,0.08
302,2228553.428,933932.1161,1.3,0.11,0.09
303,2228554.564,933931.3068,1.4,0.11,0.1
304,2228555.764,933930.4093,1.5,0.11,0.1
305,2228557.025,933929.4332,1.6,0.1,0.1
306,2228558.346,933928.3892,1.68,0.08,0.08
307,2228559.722,933927.2881,1.76,0.08,0.08
308,2228561.15,933926.1405,1.83,0.07,0.07
309,2228562.627,933924.957,1.89,0.06,0.06
310,2228564.151,933923.7443,1.95,0.05,0.06
311,2228565.731,933922.4917,2.02,0.07,0.07
312,2228567.377,933921.1848,2.1,0.09,0.08
313,2228569.1,933919.809,2.2,0.1,0.1
314,2228570.908,933918.3494,2.32,0.12,0.12
315,2228572.814,933916.7917,2.46,0.14,0.14
316,2228574.828,933915.1203,2.62,0.15,0.16
317,2228576.966,933913.3167,2.8,0.18,0.18
318,2228579.245,933911.3617,3,0.21,0.2
319,2228581.683,933909.2358,3.23,0.23,0.23
320,2228584.297,933906.92,3.49,0.25,0.26
321,2228587.104,933904.3947,3.78,0.29,0.29
322,2228590.117,933901.6453,4.08,0.3,0.3
323,2228593.334,933898.6743,4.38,0.3,0.3
324,2228596.748,933895.4891,4.67,0.29,0.29
325,2228600.354,933892.0968,4.95,0.28,0.28
326,2228604.144,933888.5046,5.22,0.27,0.27
327,2228608.113,933884.7196,5.48,0.26,0.26
328,2228612.251,933880.7503,5.73,0.25,0.25
329,2228616.539,933876.6101,5.96,0.23,0.23
330,2228620.955,933872.3136,6.16,0.21,0.2
331,2228625.476,933867.8754,6.34,0.17,0.18
332,2228630.08,933863.3102,6.48,0.15,0.14
333,2228634.746,933858.6325,6.61,0.13,0.13
334,2228639.452,933853.8567,6.71,0.11,0.1
335,2228644.185,933848.9961,6.78,0.08,0.07
336,2228648.933,933844.0639,6.85,0.07,0.07
337,2228653.683,933839.073,6.89,0.06,0.04
338,2228658.422,933834.0365,6.92,0.05,0.03
339,2228663.139,933828.9676,6.92,0.04,0
340,2228667.826,933823.874,6.92,0.04,0
341,2228672.489,933818.7428,6.93,0.05,0.01
342,2228677.138,933813.5558,6.97,0.06,0.04
343,2228681.785,933808.2948,7.02,0.07,0.05
344,2228686.44,933802.9418,7.09,0.09,0.07
345,2228691.115,933797.4784,7.19,0.11,0.1
346,2228695.819,933791.8865,7.31,0.13,0.12
347,2228700.56,933786.1518,7.44,0.15,0.13
348,2228705.334,933780.2753,7.57,0.15,0.13
349,2228710.134,933774.2617,7.69,0.13,0.12
350,2228714.951,933768.116,7.81,0.14,0.12
351,2228719.779,933761.8429,7.92,0.12,0.11
352,2228724.61,933755.4472,8.01,0.13,0.09
353,2228729.436,933748.9369,8.1,0.11,0.09
354,2228734.25,933742.3325,8.17,0.09,0.07
355,2228739.045,933735.6576,8.22,0.07,0.05
356,2228743.815,933728.936,8.24,0.06,0.02
357,2228748.553,933722.1911,8.24,0.04,0
358,2228753.251,933715.4466,8.22,0.04,-0.02
359,2228757.903,933708.7251,8.17,0.05,-0.05
360,2228762.506,933702.0442,8.11,0.06,-0.06
361,2228767.057,933695.4204,8.04,0.08,-0.07
362,2228771.552,933688.8703,7.94,0.09,-0.1
363,2228775.988,933682.4103,7.84,0.1,-0.1
364,2228780.362,933676.0571,7.71,0.13,-0.13
365,2228784.667,933669.8303,7.57,0.13,-0.14
366,2228788.885,933663.7621,7.39,0.18,-0.18
367,2228792.993,933657.8878,7.17,0.23,-0.22
368,2228796.969,933652.2429,6.9,0.26,-0.27
369,2228800.79,933646.8627,6.6,0.31,-0.3
370,2228804.433,933641.7825,6.25,0.35,-0.35
371,2228807.879,933637.0326,5.87,0.38,-0.38
372,2228811.117,933632.6225,5.47,0.4,-0.4
373,2228814.137,933628.5566,5.07,0.4,-0.4
374,2228816.933,933624.8394,4.65,0.41,-0.42
375,2228819.494,933621.4751,4.23,0.43,-0.42
376,2228821.812,933618.4682,3.8,0.42,-0.43
377,2228823.888,933615.8151,3.37,0.43,-0.43
378,2228825.756,933613.4805,2.99,0.38,-0.38
379,2228827.457,933611.421,2.67,0.32,-0.32
380,2228829.036,933609.5932,2.42,0.26,-0.25
381,2228830.535,933607.9537,2.22,0.21,-0.2
382,2228831.996,933606.4593,2.09,0.16,-0.13
383,2228833.464,933605.0701,2.02,0.1,-0.07
384,2228834.987,933603.7602,2.01,0.09,-0.01
385,2228836.615,933602.5075,2.05,0.13,0.04
386,2228838.4,933601.2897,2.16,0.15,0.11
387,2228840.39,933600.0845,2.33,0.21,0.17
388,2228842.636,933598.8697,2.55,0.26,0.22
389,2228845.179,933597.6284,2.83,0.29,0.28
390,2228848.028,933596.3648,3.12,0.31,0.29
391,2228851.184,933595.0888,3.4,0.31,0.28
392,2228854.647,933593.8099,3.69,0.3,0.29
393,2228858.418,933592.5379,3.98,0.31,0.29
394,2228862.496,933591.2825,4.27,0.31,0.29
395,2228866.875,933590.0536,4.55,0.3,0.28
396,2228871.524,933588.8627,4.8,0.27,0.25
397,2228876.404,933587.7215,5.01,0.24,0.21
398,2228881.475,933586.6415,5.18,0.2,0.17
399,2228886.699,933585.6345,5.32,0.17,0.14
400,2228892.037,933584.7121,5.42,0.15,0.1
401,2228897.454,933583.884,5.48,0.12,0.06
402,2228902.927,933583.1511,5.52,0.11,0.04
403,2228908.437,933582.5124,5.55,0.1,0.03
404,2228913.964,933581.9666,5.55,0.09,0
405,2228919.489,933581.5128,5.54,0.1,-0.01
406,2228924.992,933581.1497,5.51,0.09,-0.03
407,2228930.453,933580.8763,5.47,0.1,-0.04
408,2228935.861,933580.6895,5.41,0.09,-0.06
409,2228941.226,933580.5787,5.37,0.09,-0.04
410,2228946.567,933580.5312,5.34,0.06,-0.03
411,2228951.901,933580.5344,5.33,0.05,-0.01
412,2228957.247,933580.5757,5.35,0.04,0.02
413,2228962.624,933580.6424,5.38,0.04,0.03
414,2228968.053,933580.7245,5.43,0.05,0.05
415,2228973.577,933580.8221,5.53,0.09,0.1
416,2228979.243,933580.9381,5.67,0.15,0.14
417,2228985.099,933581.0751,5.86,0.19,0.19
418,2228991.19,933581.236,6.09,0.23,0.23
419,2228997.564,933581.4233,6.38,0.28,0.29
420,2229004.263,933581.6413,6.7,0.33,0.32
421,2229011.311,933581.9,7.05,0.35,0.35
422,2229018.729,933582.2106,7.42,0.37,0.37
423,2229026.536,933582.5847,7.82,0.39,0.4
424,2229034.751,933583.0335,8.23,0.42,0.41
425,2229043.394,933583.5685,8.66,0.43,0.43
426,2229052.476,933584.1979,9.1,0.45,0.44
427,2229061.965,933584.9175,9.52,0.42,0.42
428,2229071.823,933585.7202,9.89,0.38,0.37
429,2229082.008,933586.5986,10.22,0.34,0.33
430,2229092.482,933587.5456,10.52,0.29,0.3
431,2229103.203,933588.5539,10.77,0.26,0.25
432,2229114.133,933589.6138,10.98,0.22,0.21
433,2229125.231,933590.7061,11.15,0.17,0.17
434,2229136.457,933591.8094,11.28,0.13,0.13
435,2229147.772,933592.902,11.37,0.08,0.09
436,2229159.136,933593.9624,11.41,0.06,0.04
437,2229170.508,933594.969,11.42,0.05,0.01
438,2229181.853,933595.899,11.38,0.09,-0.04
439,2229193.145,933596.7251,11.32,0.11,-0.06
440,2229204.365,933597.4188,11.24,0.16,-0.08
441,2229215.491,933597.9515,11.14,0.18,-0.1
442,2229226.502,933598.2946,11.02,0.22,-0.12
443,2229237.377,933598.4196,10.88,0.25,-0.14
444,2229248.097,933598.3007,10.72,0.3,-0.16
445,2229258.645,933597.9232,10.56,0.31,-0.16
446,2229269.008,933597.2748,10.38,0.33,-0.18
447,2229279.17,933596.3436,10.2,0.34,-0.18
448,2229289.117,933595.1175,10.02,0.37,-0.18
449,2229298.834,933593.5844,9.84,0.38,-0.18
450,2229308.312,933591.7367,9.66,0.4,-0.18
451,2229317.558,933589.5843,9.49,0.38,-0.17
452,2229326.586,933587.1415,9.35,0.36,-0.14
453,2229335.408,933584.4227,9.23,0.35,-0.12
454,2229344.036,933581.4423,9.13,0.32,-0.1
455,2229352.484,933578.2145,9.04,0.31,-0.09
456,2229360.768,933574.7545,8.98,0.29,-0.06
457,2229368.913,933571.0801,8.94,0.25,-0.04
458,2229376.95,933567.2102,8.92,0.23,-0.02
459,2229384.909,933563.1634,8.93,0.2,0.01
460,2229392.82,933558.9584,8.96,0.17,0.03
461,2229400.712,933554.6139,9.01,0.13,0.05
462,2229408.615,933550.1485,9.08,0.13,0.07
463,2229416.556,933545.58,9.16,0.11,0.08
464,2229424.55,933540.922,9.25,0.1,0.09
465,2229432.611,933536.1869,9.35,0.11,0.1
466,2229440.751,933531.3874,9.45,0.1,0.1
467,2229448.982,933526.5359,9.55,0.1,0.1
468,2229457.317,933521.6452,9.66,0.11,0.11
469,2229465.764,933516.7273,9.77,0.12,0.11
470,2229474.319,933511.7938,9.88,0.1,0.11
471,2229482.972,933506.8556,9.96,0.1,0.08
472,2229491.714,933501.9238,10.04,0.09,0.08
473,2229500.534,933497.0095,10.1,0.08,0.06
474,2229509.425,933492.1237,10.14,0.07,0.04
475,2229518.373,933487.2774,10.18,0.07,0.04
476,2229527.352,933482.4802,10.18,0.06,0
477,2229536.332,933477.742,10.15,0.06,-0.03
478,2229545.283,933473.0723,10.1,0.08,-0.05
479,2229554.176,933468.4807,10.01,0.1,-0.09
480,2229562.98,933463.9769,9.89,0.13,-0.12
481,2229571.666,933459.5691,9.74,0.14,-0.15
482,2229580.211,933455.2599,9.57,0.18,-0.17
483,2229588.59,933451.0505,9.38,0.19,-0.19
484,2229596.779,933446.9423,9.16,0.21,-0.22
485,2229604.757,933442.9364,8.93,0.23,-0.23
486,2229612.497,933439.0341,8.67,0.26,-0.26
487,2229619.978,933435.2354,8.39,0.28,-0.28
488,2229627.176,933431.5349,8.09,0.3,-0.3
489,2229634.068,933427.9263,7.78,0.32,-0.31
490,2229640.63,933424.403,7.45,0.34,-0.33
491,2229646.84,933420.9584,7.1,0.36,-0.35
492,2229652.674,933417.5861,6.74,0.39,-0.36
493,2229658.105,933414.2793,6.36,0.4,-0.38
494,2229663.09,933411.0299,5.95,0.44,-0.41
495,2229667.583,933407.8295,5.52,0.5,-0.43
496,2229671.536,933404.6699,5.06,0.54,-0.46
497,2229674.903,933401.5425,4.6,0.58,-0.46
498,2229677.636,933398.4392,4.14,0.64,-0.46
499,2229679.693,933395.3522,3.71,0.67,-0.43
500,2229681.038,933392.2765,3.36,0.71,-0.35
501,2229681.643,933389.2078,3.13,0.74,-0.23
502,2229681.478,933386.1419,3.07,0.78,-0.06
503,2229680.512,933383.0744,3.22,0.8,0.15
504,2229678.714,933380.001,3.56,0.83,0.34
505,2229676.071,933376.9178,4.06,0.84,0.5
506,2229672.628,933373.8223,4.63,0.8,0.57
507,2229668.448,933370.7121,5.21,0.74,0.58
508,2229663.593,933367.5852,5.78,0.68,0.57
509,2229658.125,933364.4393,6.31,0.61,0.53
510,2229652.105,933361.2721,6.8,0.55,0.49
511,2229645.593,933358.083,7.25,0.49,0.45
512,2229638.64,933354.8767,7.66,0.44,0.41
513,2229631.293,933351.6592,8.02,0.4,0.36
514,2229623.601,933348.4367,8.34,0.34,0.32
515,2229615.61,933345.2152,8.62,0.3,0.28
516,2229607.37,933342.0011,8.85,0.25,0.23
517,2229598.927,933338.8002,9.03,0.2,0.18
518,2229590.321,933335.6253,9.17,0.17,0.14
519,2229581.553,933332.5147,9.3,0.17,0.13
520,2229572.616,933329.513,9.43,0.2,0.13
521,2229563.502,933326.665,9.55,0.23,0.12
522,2229554.203,933324.0155,9.67,0.28,0.12
523,2229544.712,933321.6093,9.79,0.31,0.12
524,2229535.026,933319.486,9.92,0.35,0.13
525,2229525.157,933317.6653,10.03,0.35,0.11
526,2229515.124,933316.1618,10.15,0.36,0.12
527,2229504.944,933314.99,10.25,0.36,0.1
528,2229494.634,933314.1647,10.34,0.36,0.09
529,2229484.213,933313.7002,10.43,0.39,0.09
530,2229473.7,933313.6034,10.51,0.37,0.08
