time,X,Y,speed,acc,real_acc
38,2227337.892,934309.822,0.97,0.08,0.08
39,2227338.065,934310.8692,1.06,0.09,0.09
40,2227338.264,934312.0064,1.15,0.09,0.09
41,2227338.491,934313.2329,1.25,0.09,0.1
42,2227338.747,934314.548,1.34,0.09,0.09
43,2227339.035,934315.9512,1.43,0.09,0.09
44,2227339.355,934317.4418,1.52,0.09,0.09
45,2227339.709,934319.0192,1.62,0.09,0.1
46,2227340.098,934320.6822,1.71,0.09,0.09
47,2227340.521,934322.4272,1.8,0.09,0.09
48,2227340.979,934324.2499,1.88,0.09,0.08
49,2227341.469,934326.146,1.96,0.09,0.08
50,2227341.991,934328.1113,2.03,0.08,0.07
51,2227342.546,934330.1416,2.1,0.07,0.07
52,2227343.131,934332.2326,2.17,0.07,0.07
53,2227343.745,934334.3804,2.23,0.07,0.06
54,2227344.389,934336.5829,2.29,0.06,0.06
55,2227345.06,934338.8383,2.35,0.07,0.06
56,2227345.758,934341.1448,2.41,0.06,0.06
57,2227346.481,934343.5007,2.46,0.05,0.05
58,2227347.228,934345.9042,2.52,0.05,0.06
59,2227347.997,934348.3534,2.57,0.05,0.05
60,2227348.788,934350.8467,2.62,0.04,0.05
61,2227349.597,934353.3826,2.66,0.05,0.04
62,2227350.421,934355.9594,2.71,0.04,0.05
63,2227351.258,934358.5757,2.75,0.04,0.04
64,2227352.104,934361.2301,2.79,0.03,0.04
65,2227352.957,934363.9208,2.82,0.04,0.03
66,2227353.812,934366.6466,2.86,0.04,0.04
67,2227354.669,934369.4031,2.89,0.03,0.03
68,2227355.527,934372.1755,2.9,0.01,0.01
69,2227356.388,934374.9465,2.9,0,0
70,2227357.255,934377.6984,2.89,0.02,-0.01
71,2227358.128,934380.4138,2.85,0.03,-0.04
72,2227359.009,934383.0753,2.8,0.06,-0.05
73,2227359.9,934385.6654,2.74,0.07,-0.06
74,2227360.805,934388.1675,2.66,0.09,-0.08
75,2227361.745,934390.5687,2.58,0.1,-0.08
76,2227362.742,934392.8571,2.5,0.13,-0.08
77,2227363.82,934395.0209,2.42,0.15,-0.08
78,2227365,934397.048,2.35,0.16,-0.07
79,2227366.307,934398.9266,2.29,0.2,-0.06
80,2227367.763,934400.6447,2.25,0.22,-0.04
81,2227369.391,934402.192,2.25,0.24,0
82,2227371.215,934403.5649,2.28,0.26,0.03
83,2227373.257,934404.7612,2.37,0.28,0.09
84,2227375.542,934405.7788,2.5,0.3,0.13
85,2227378.092,934406.6157,2.68,0.32,0.18
86,2227380.931,934407.2698,2.91,0.35,0.23
87,2227384.083,934407.7391,3.19,0.36,0.28
88,2227387.562,934408.0242,3.49,0.38,0.3
89,2227391.353,934408.1376,3.79,0.36,0.3
90,2227395.433,934408.0943,4.08,0.33,0.29
91,2227399.777,934407.9097,4.35,0.3,0.27
92,2227404.363,934407.5988,4.6,0.28,0.25
93,2227409.165,934407.1769,4.82,0.24,0.22
94,2227414.162,934406.6592,5.02,0.22,0.2
95,2227419.327,934406.0599,5.2,0.19,0.18
96,2227424.633,934405.39,5.35,0.16,0.15
97,2227430.048,934404.6595,5.46,0.13,0.11
98,2227435.544,934403.8783,5.55,0.09,0.09
99,2227441.089,934403.0566,5.61,0.06,0.06
100,2227446.654,934402.2042,5.63,0.04,0.02
101,2227452.209,934401.3313,5.62,0.03,-0.01
102,2227457.732,934400.446,5.59,0.04,-0.03
103,2227463.234,934399.5495,5.58,0.02,-0.01
104,2227468.738,934398.6412,5.58,0.01,0
105,2227474.263,934397.7203,5.6,0.02,0.02
106,2227479.829,934396.7864,5.64,0.05,0.04
107,2227485.458,934395.8387,5.71,0.06,0.07
108,2227491.169,934394.8766,5.79,0.08,0.08
109,2227496.976,934393.9,5.89,0.1,0.1
110,2227502.865,934392.9112,5.97,0.08,0.08
111,2227508.815,934391.9131,6.03,0.06,0.06
112,2227514.804,934390.9083,6.07,0.04,0.04
113,2227520.812,934389.8998,6.09,0.02,0.02
114,2227526.816,934388.8903,6.09,0.01,0
115,2227532.796,934387.8827,6.06,0.02,-0.03
116,2227538.73,934386.8801,6.02,0.05,-0.04
117,2227544.598,934385.8871,5.95,0.06,-0.07
118,2227550.38,934384.9083,5.86,0.09,-0.09
119,2227556.055,934383.9488,5.76,0.11,-0.1
120,2227561.602,934383.0132,5.63,0.12,-0.13
121,2227567.001,934382.1065,5.47,0.15,-0.16
122,2227572.231,934381.2334,5.3,0.17,-0.17
123,2227577.279,934380.3977,5.12,0.18,-0.18
124,2227582.154,934379.5987,4.94,0.17,-0.18
125,2227586.875,934378.8346,4.78,0.16,-0.16
126,2227591.458,934378.1034,4.64,0.14,-0.14
127,2227595.92,934377.4035,4.52,0.12,-0.12
128,2227600.278,934376.733,4.41,0.1,-0.11
129,2227604.55,934376.0901,4.32,0.09,-0.09
130,2227608.752,934375.4726,4.25,0.07,-0.07
131,2227612.901,934374.8776,4.19,0.05,-0.06
132,2227617.011,934374.3014,4.15,0.04,-0.04
133,2227621.1,934373.7408,4.13,0.03,-0.02
134,2227625.183,934373.1922,4.12,0.01,-0.01
135,2227629.276,934372.6523,4.13,0.01,0.01
136,2227633.394,934372.1176,4.15,0.03,0.02
137,2227637.551,934371.5842,4.19,0.04,0.04
138,2227641.754,934371.0456,4.24,0.04,0.05
139,2227646.004,934370.495,4.29,0.05,0.05
140,2227650.305,934369.9253,4.34,0.05,0.05
141,2227654.661,934369.3296,4.4,0.07,0.06
142,2227659.075,934368.7011,4.46,0.06,0.06
143,2227663.549,934368.0327,4.52,0.07,0.06
144,2227668.087,934367.3193,4.59,0.08,0.07
145,2227672.683,934366.5632,4.66,0.08,0.07
146,2227677.335,934365.7683,4.72,0.06,0.06
147,2227682.035,934364.9387,4.77,0.06,0.05
148,2227686.78,934364.0784,4.82,0.06,0.05
149,2227691.565,934363.1915,4.87,0.04,0.05
150,2227696.384,934362.282,4.9,0.04,0.03
151,2227701.231,934361.3545,4.94,0.04,0.04
152,2227706.096,934360.4162,4.95,0.01,0.01
153,2227710.964,934359.4748,4.96,0.01,0.01
154,2227715.824,934358.538,4.95,0.01,-0.01
155,2227720.662,934357.6136,4.93,0.03,-0.02
156,2227725.466,934356.7094,4.89,0.04,-0.04
157,2227730.223,934355.8331,4.84,0.04,-0.05
158,2227734.92,934354.9905,4.77,0.07,-0.07
159,2227739.548,934354.1794,4.7,0.08,-0.07
160,2227744.097,934353.3957,4.62,0.09,-0.08
161,2227748.558,934352.6354,4.53,0.09,-0.09
162,2227752.921,934351.8944,4.43,0.1,-0.1
163,2227757.177,934351.1684,4.32,0.1,-0.11
164,2227761.316,934350.4535,4.2,0.12,-0.12
165,2227765.336,934349.7453,4.08,0.12,-0.12
166,2227769.259,934349.0391,3.99,0.1,-0.09
167,2227773.116,934348.3297,3.92,0.06,-0.07
168,2227776.936,934347.6122,3.89,0.04,-0.03
169,2227780.748,934346.8815,3.88,0.01,-0.01
170,2227784.582,934346.1327,3.91,0.03,0.03
171,2227788.468,934345.3606,3.96,0.06,0.05
172,2227792.435,934344.56,4.05,0.09,0.09
173,2227796.504,934343.7251,4.15,0.1,0.1
174,2227800.697,934342.8494,4.28,0.13,0.13
175,2227805.036,934341.9269,4.44,0.16,0.16
176,2227809.542,934340.9514,4.61,0.18,0.17
177,2227814.236,934339.9165,4.81,0.19,0.2
178,2227819.139,934338.8162,5.03,0.22,0.22
179,2227824.265,934337.6452,5.26,0.24,0.23
180,2227829.592,934336.4028,5.47,0.21,0.21
181,2227835.091,934335.0893,5.65,0.18,0.18
182,2227840.732,934333.7049,5.81,0.16,0.16
183,2227846.486,934332.2499,5.93,0.13,0.12
184,2227852.323,934330.7247,6.03,0.12,0.1
185,2227858.214,934329.1294,6.1,0.09,0.07
186,2227864.128,934327.4656,6.14,0.06,0.04
187,2227870.036,934325.7395,6.15,0.07,0.01
188,2227875.904,934323.9584,6.13,0.06,-0.02
189,2227881.703,934322.1299,6.08,0.09,-0.05
190,2227887.401,934320.2613,6,0.11,-0.08
191,2227892.966,934318.36,5.88,0.13,-0.12
192,2227898.368,934316.4334,5.73,0.17,-0.15
193,2227903.579,934314.4894,5.56,0.19,-0.17
194,2227908.591,934312.5382,5.38,0.2,-0.18
195,2227913.398,934310.5901,5.19,0.2,-0.19
196,2227917.996,934308.6557,4.99,0.21,-0.2
197,2227922.38,934306.7456,4.78,0.22,-0.21
198,2227926.546,934304.8702,4.57,0.21,-0.21
199,2227930.49,934303.0401,4.35,0.24,-0.22
200,2227934.21,934301.2628,4.12,0.23,-0.23
201,2227937.725,934299.5343,3.92,0.21,-0.2
202,2227941.06,934297.8476,3.74,0.19,-0.18
203,2227944.236,934296.1956,3.58,0.16,-0.16
204,2227947.277,934294.5712,3.45,0.14,-0.13
205,2227950.206,934292.9676,3.34,0.11,-0.11
206,2227953.047,934291.3775,3.26,0.09,-0.08
207,2227955.822,934289.794,3.2,0.06,-0.06
208,2227958.552,934288.2119,3.16,0.05,-0.04
209,2227961.25,934286.6329,3.13,0.03,-0.03
210,2227963.925,934285.0606,3.1,0.02,-0.03
211,2227966.588,934283.4986,3.09,0.02,-0.01
212,2227969.247,934281.9503,3.08,0.01,-0.01
213,2227971.913,934280.4194,3.07,0.02,-0.01
214,2227974.595,934278.9095,3.08,0.02,0.01
215,2227977.3,934277.427,3.08,0.04,0
216,2227980.02,934275.9908,3.08,0.04,0
217,2227982.743,934274.6225,3.05,0.07,-0.03
218,2227985.458,934273.3439,3,0.09,-0.05
219,2227988.152,934272.1766,2.94,0.11,-0.06
220,2227990.815,934271.1425,2.86,0.14,-0.08
221,2227993.434,934270.2633,2.76,0.16,-0.1
222,2227996.003,934269.5565,2.66,0.18,-0.1
223,2227998.534,934269.0234,2.59,0.18,-0.07
224,2228001.042,934268.6611,2.53,0.17,-0.06
225,2228003.545,934268.4668,2.51,0.17,-0.02
226,2228006.058,934268.4376,2.51,0.16,0
227,2228008.599,934268.5707,2.54,0.16,0.03
228,2228011.183,934268.863,2.6,0.16,0.06
229,2228013.829,934269.3053,2.68,0.17,0.08
230,2228016.563,934269.8615,2.79,0.14,0.11
231,2228019.413,934270.4891,2.92,0.14,0.13
232,2228022.409,934271.1457,3.07,0.15,0.15
233,2228025.578,934271.7886,3.23,0.17,0.16
234,2228028.948,934272.3754,3.42,0.21,0.19
235,2228032.548,934272.8636,3.63,0.25,0.21
236,2228036.399,934273.2155,3.87,0.29,0.24
237,2228040.495,934273.4132,4.1,0.29,0.23
238,2228044.82,934273.4437,4.33,0.29,0.23
239,2228049.361,934273.2941,4.54,0.28,0.21
240,2228054.104,934272.9512,4.76,0.28,0.22
241,2228059.035,934272.4021,4.96,0.28,0.2
242,2228064.14,934271.6338,5.16,0.28,0.2
243,2228069.401,934270.6394,5.35,0.27,0.19
244,2228074.793,934269.4363,5.52,0.25,0.17
245,2228080.286,934268.0483,5.67,0.21,0.15
246,2228085.85,934266.4987,5.78,0.17,0.11
247,2228091.457,934264.8114,5.86,0.15,0.08
248,2228097.076,934263.0099,5.9,0.11,0.04
249,2228102.68,934261.1178,5.91,0.09,0.01
250,2228108.242,934259.1568,5.9,0.08,-0.01
251,2228113.751,934257.1411,5.87,0.08,-0.03
252,2228119.202,934255.0832,5.83,0.07,-0.04
253,2228124.588,934252.9952,5.78,0.07,-0.05
254,2228129.902,934250.8895,5.72,0.08,-0.06
255,2228135.138,934248.7786,5.65,0.07,-0.07
256,2228140.29,934246.6746,5.56,0.09,-0.09
257,2228145.351,934244.5886,5.47,0.09,-0.09
258,2228150.327,934242.5257,5.39,0.09,-0.08
259,2228155.219,934240.4895,5.3,0.09,-0.09
260,2228160.033,934238.484,5.22,0.09,-0.08
261,2228164.773,934236.5127,5.13,0.08,-0.09
262,2228169.444,934234.5795,5.05,0.08,-0.08
263,2228174.049,934232.6881,4.98,0.07,-0.07
264,2228178.598,934230.8404,4.91,0.07,-0.07
265,2228183.122,934229.0306,4.87,0.05,-0.04
266,2228187.654,934227.2511,4.87,0.03,0
267,2228192.231,934225.4943,4.9,0.05,0.03
268,2228196.888,934223.7527,4.97,0.08,0.07
269,2228201.66,934222.0185,5.08,0.11,0.11
270,2228206.581,934220.2843,5.22,0.15,0.14
271,2228211.685,934218.5431,5.39,0.18,0.17
272,2228216.986,934216.7905,5.58,0.2,0.19
273,2228222.5,934215.0232,5.79,0.21,0.21
274,2228228.237,934213.2374,6.01,0.23,0.22
275,2228234.213,934211.4297,6.24,0.24,0.23
276,2228240.439,934209.5963,6.49,0.25,0.25
277,2228246.93,934207.7339,6.75,0.26,0.26
278,2228253.688,934205.8385,7.02,0.27,0.27
279,2228260.68,934203.9053,7.25,0.23,0.23
280,2228267.865,934201.9292,7.45,0.2,0.2
281,2228275.198,934199.9052,7.61,0.16,0.16
282,2228282.638,934197.8282,7.72,0.13,0.11
283,2228290.141,934195.693,7.8,0.08,0.08
284,2228297.665,934193.4947,7.84,0.06,0.04
285,2228305.166,934191.2251,7.84,0.07,0
286,2228312.591,934188.8638,7.79,0.11,-0.05
287,2228319.889,934186.3873,7.71,0.18,-0.08
288,2228327.005,934183.7724,7.58,0.22,-0.13
289,2228333.887,934180.9954,7.42,0.29,-0.16
290,2228340.481,934178.0331,7.23,0.34,-0.19
291,2228346.735,934174.8619,7.01,0.4,-0.22
292,2228352.596,934171.4575,6.78,0.45,-0.23
293,2228358.021,934167.7917,6.55,0.51,-0.23
294,2228362.967,934163.8355,6.33,0.56,-0.22
295,2228367.392,934159.5596,6.15,0.62,-0.18
296,2228371.252,934154.9349,6.02,0.66,-0.13
297,2228374.506,934149.9324,5.97,0.72,-0.05
298,2228377.111,934144.5229,6,0.77,0.03
299,2228379.039,934138.6873,6.15,0.8,0.15
300,2228380.319,934132.4469,6.37,0.76,0.22
301,2228380.995,934125.833,6.65,0.7,0.28
302,2228381.112,934118.8768,6.96,0.66,0.31
303,2228380.714,934111.6098,7.28,0.61,0.32
304,2228379.845,934104.0632,7.6,0.55,0.32
305,2228378.549,934096.2682,7.9,0.49,0.3
306,2228376.877,934088.2636,8.18,0.43,0.28
307,2228374.906,934080.117,8.38,0.34,0.2
308,2228372.72,934071.9034,8.5,0.23,0.12
309,2228370.403,934063.6979,8.53,0.13,0.03
310,2228368.04,934055.5754,8.46,0.1,-0.07
311,2228365.714,934047.6111,8.3,0.16,-0.16
312,2228363.509,934039.8798,8.04,0.26,-0.26
313,2228361.504,934032.4485,7.7,0.37,-0.34
314,2228359.76,934025.3511,7.31,0.42,-0.39
315,2228358.33,934018.6136,6.89,0.48,-0.42
316,2228357.271,934012.2617,6.44,0.54,-0.45
317,2228356.636,934006.3215,5.97,0.59,-0.47
318,2228356.482,934000.8186,5.51,0.65,-0.46
319,2228356.861,933995.779,5.05,0.7,-0.46
320,2228357.819,933991.2197,4.66,0.75,-0.39
321,2228359.348,933987.1223,4.37,0.73,-0.29
322,2228361.433,933983.4594,4.21,0.7,-0.16
323,2228364.054,933980.2039,4.18,0.67,-0.03
324,2228367.195,933977.3284,4.26,0.64,0.08
325,2228370.838,933974.8056,4.43,0.62,0.17
326,2228374.966,933972.6083,4.68,0.59,0.25
327,2228379.553,933970.709,4.96,0.55,0.28
328,2228384.539,933969.08,5.25,0.48,0.29
329,2228389.856,933967.6933,5.49,0.41,0.24
330,2228395.436,933966.5209,5.7,0.34,0.21
331,2228401.211,933965.5348,5.86,0.26,0.16
332,2228407.112,933964.7072,5.96,0.21,0.1
333,2228413.073,933964.01,6,0.14,0.04
334,2228419.029,933963.4174,5.99,0.11,-0.01
335,2228424.939,933962.9126,5.93,0.1,-0.06
336,2228430.766,933962.4806,5.84,0.11,-0.09
337,2228436.472,933962.1067,5.72,0.13,-0.12
338,2228442.021,933961.7759,5.56,0.16,-0.16
339,2228447.376,933961.4736,5.36,0.2,-0.2
340,2228452.499,933961.1849,5.13,0.23,-0.23
341,2228457.362,933960.8965,4.87,0.26,-0.26
342,2228461.966,933960.6012,4.61,0.26,-0.26
343,2228466.322,933960.2932,4.37,0.24,-0.24
344,2228470.44,933959.9669,4.13,0.24,-0.24
345,2228474.329,933959.6166,3.91,0.23,-0.22
346,2228478.001,933959.2366,3.69,0.22,-0.22
347,2228481.464,933958.8211,3.49,0.21,-0.2
348,2228484.729,933958.3659,3.3,0.19,-0.19
349,2228487.81,933957.8719,3.12,0.19,-0.18
350,2228490.721,933957.3415,2.96,0.17,-0.16
351,2228493.474,933956.777,2.81,0.16,-0.15
352,2228496.085,933956.1808,2.68,0.15,-0.13
353,2228498.567,933955.5552,2.56,0.13,-0.12
354,2228500.933,933954.9026,2.45,0.11,-0.11
355,2228503.196,933954.2259,2.36,0.11,-0.09
356,2228505.364,933953.5305,2.28,0.09,-0.08
357,2228507.445,933952.822,2.2,0.09,-0.08
358,2228509.443,933952.1065,2.12,0.08,-0.08
359,2228511.367,933951.3897,2.05,0.08,-0.07
360,2228513.223,933950.6775,1.99,0.06,-0.06
361,2228515.018,933949.9757,1.93,0.07,-0.06
362,2228516.757,933949.2894,1.87,0.05,-0.06
363,2228518.446,933948.6192,1.82,0.05,-0.05
364,2228520.089,933947.9653,1.77,0.05,-0.05
365,2228521.69,933947.3276,1.72,0.04,-0.05
366,2228523.253,933946.7061,1.68,0.04,-0.04
367,2228524.783,933946.1006,1.65,0.03,-0.03
368,2228526.284,933945.5112,1.61,0.04,-0.04
369,2228527.761,933944.9368,1.58,0.03,-0.03
370,2228529.22,933944.372,1.56,0.02,-0.02
371,2228530.668,933943.8106,1.55,0.01,-0.01
372,2228532.112,933943.2462,1.55,0.01,0
373,2228533.559,933942.6724,1.56,0.01,0.01
374,2228535.016,933942.0828,1.57,0.02,0.01
375,2228536.49,933941.4713,1.6,0.02,0.03
376,2228537.988,933940.8312,1.63,0.04,0.03
377,2228539.516,933940.1557,1.67,0.05,0.04
378,2228541.08,933939.438,1.72,0.05,0.05
379,2228542.686,933938.6711,1.78,0.07,0.06
380,2228544.341,933937.8481,1.85,0.06,0.07
381,2228546.05,933936.962,1.93,0.09,0.08
382,2228547.82,933936.0058,2.01,0.09,0.08
383,2228549.656,933934.974,2.11,0.1,0.1
384,2228551.555,933933.8656,2.2,0.1,0.09
385,2228553.515,933932.6811,2.29,0.09,0.09
386,2228555.532,933931.4209,2.38,0.1,0.09
387,2228557.604,933930.0855,2.47,0.09,0.09
388,2228559.728,933928.6751,2.55,0.09,0.08
389,2228561.9,933927.1903,2.63,0.09,0.08
390,2228564.119,933925.6293,2.71,0.09,0.08
391,2228566.393,933923.9815,2.81,0.1,0.1
392,2228568.731,933922.2342,2.92,0.12,0.11
393,2228571.142,933920.3747,3.05,0.13,0.13
394,2228573.636,933918.3904,3.19,0.14,0.14
395,2228576.222,933916.2684,3.35,0.17,0.16
396,2228578.91,933913.9961,3.52,0.18,0.17
397,2228581.709,933911.5603,3.71,0.2,0.19
398,2228584.639,933908.9461,3.93,0.21,0.22
399,2228587.717,933906.138,4.17,0.25,0.24
400,2228590.964,933903.1207,4.43,0.27,0.26
401,2228594.398,933899.8789,4.72,0.28,0.29
402,2228598.037,933896.397,5.04,0.32,0.32
403,2228601.903,933892.6597,5.38,0.35,0.34
404,2228606.005,933888.6579,5.73,0.35,0.35
405,2228610.331,933884.4069,6.06,0.34,0.33
406,2228614.856,933879.9284,6.37,0.3,0.31
407,2228619.56,933875.2441,6.64,0.26,0.27
408,2228624.42,933870.3757,6.88,0.25,0.24
409,2228629.414,933865.3448,7.09,0.21,0.21
410,2228634.521,933860.173,7.27,0.18,0.18
411,2228639.717,933854.882,7.42,0.15,0.15
412,2228644.983,933849.4918,7.54,0.12,0.12
413,2228650.3,933844.0156,7.63,0.1,0.09
414,2228655.655,933838.4651,7.71,0.08,0.08
415,2228661.031,933832.8517,7.77,0.07,0.06
416,2228666.412,933827.187,7.81,0.05,0.04
417,2228671.784,933821.4827,7.84,0.04,0.03
418,2228677.13,933815.7502,7.84,0.04,0
419,2228682.437,933809.9979,7.83,0.04,-0.01
420,2228687.699,933804.2211,7.81,0.06,-0.02
421,2228692.914,933798.4119,7.81,0.06,0
422,2228698.078,933792.5622,7.8,0.06,-0.01
423,2228703.188,933786.6641,7.8,0.07,0
424,2228708.24,933780.7096,7.81,0.08,0.01
425,2228713.231,933774.6908,7.82,0.09,0.01
426,2228718.159,933768.6019,7.83,0.09,0.01
427,2228723.021,933762.4456,7.84,0.1,0.01
428,2228727.815,933756.2268,7.85,0.09,0.01
429,2228732.539,933749.9504,7.86,0.09,0.01
430,2228737.193,933743.6213,7.86,0.09,0
431,2228741.773,933737.2444,7.85,0.09,-0.01
432,2228746.278,933730.8246,7.84,0.08,-0.01
433,2228750.708,933724.369,7.83,0.09,-0.01
434,2228755.064,933717.8941,7.8,0.07,-0.03
435,2228759.349,933711.4184,7.77,0.07,-0.03
436,2228763.566,933704.9607,7.71,0.07,-0.06
437,2228767.718,933698.5395,7.65,0.08,-0.06
438,2228771.807,933692.1735,7.57,0.08,-0.08
439,2228775.837,933685.8815,7.47,0.1,-0.1
440,2228779.811,933679.681,7.36,0.11,-0.11
441,2228783.741,933673.5861,7.25,0.12,-0.11
442,2228787.639,933667.6097,7.13,0.11,-0.12
443,2228791.516,933661.7649,7.01,0.14,-0.12
444,2228795.386,933656.0647,6.89,0.14,-0.12
445,2228799.26,933650.5221,6.76,0.16,-0.13
446,2228803.151,933645.15,6.63,0.17,-0.13
447,2228807.073,933639.9606,6.5,0.18,-0.13
448,2228811.046,933634.9617,6.39,0.2,-0.11
449,2228815.094,933630.1603,6.28,0.22,-0.11
450,2228819.238,933625.5633,6.19,0.22,-0.09
451,2228823.502,933621.1776,6.12,0.24,-0.07
452,2228827.907,933617.0103,6.06,0.27,-0.06
453,2228832.477,933613.0681,6.04,0.28,-0.02
454,2228837.232,933609.3564,6.03,0.3,-0.01
455,2228842.188,933605.873,6.06,0.3,0.03
456,2228847.356,933602.6143,6.11,0.3,0.05
457,2228852.752,933599.5766,6.19,0.32,0.08
458,2228858.388,933596.756,6.3,0.33,0.11
459,2228864.276,933594.1489,6.44,0.33,0.14
460,2228870.432,933591.7515,6.61,0.34,0.17
461,2228876.861,933589.5598,6.79,0.34,0.18
462,2228883.553,933587.569,6.98,0.33,0.19
463,2228890.488,933585.7738,7.16,0.31,0.18
464,2228897.648,933584.1693,7.34,0.3,0.18
465,2228905.015,933582.7503,7.5,0.28,0.16
466,2228912.571,933581.5116,7.66,0.26,0.16
467,2228920.297,933580.4482,7.8,0.25,0.14
468,2228928.176,933579.5542,7.93,0.23,0.13
469,2228936.186,933578.8211,8.04,0.21,0.11
470,2228944.307,933578.24,8.14,0.19,0.1
471,2228952.516,933577.8015,8.22,0.17,0.08
472,2228960.794,933577.4965,8.28,0.16,0.06
473,2228969.119,933577.316,8.33,0.13,0.05
474,2228977.47,933577.2507,8.35,0.11,0.02
475,2228985.828,933577.2923,8.36,0.11,0.01
476,2228994.188,933577.4354,8.36,0.1,0
477,2229002.546,933577.6753,8.36,0.1,0
478,2229010.899,933578.0073,8.36,0.09,0
479,2229019.243,933578.427,8.36,0.09,0
480,2229027.576,933578.9295,8.35,0.08,-0.01
481,2229035.895,933579.5102,8.34,0.08,-0.01
482,2229044.194,933580.1642,8.32,0.07,-0.02
483,2229052.465,933580.8847,8.3,0.08,-0.02
484,2229060.7,933581.6648,8.27,0.07,-0.03
485,2229068.889,933582.4974,8.23,0.06,-0.04
486,2229077.022,933583.3755,8.18,0.08,-0.05
487,2229085.09,933584.2921,8.12,0.07,-0.06
488,2229093.083,933585.2402,8.05,0.09,-0.07
489,2229100.994,933586.2121,7.97,0.08,-0.08
490,2229108.815,933587.1985,7.88,0.09,-0.09
491,2229116.54,933588.1893,7.79,0.09,-0.09
492,2229124.164,933589.1746,7.69,0.11,-0.1
493,2229131.679,933590.1442,7.58,0.1,-0.11
494,2229139.08,933591.0882,7.46,0.12,-0.12
495,2229146.361,933591.9966,7.34,0.12,-0.12
496,2229153.522,933592.8588,7.21,0.13,-0.13
497,2229160.589,933593.6617,7.11,0.11,-0.1
498,2229167.594,933594.3919,7.04,0.09,-0.07
499,2229174.571,933595.0355,7.01,0.09,-0.03
500,2229181.55,933595.5791,7,0.1,-0.01
501,2229188.566,933596.0091,7.03,0.12,0.03
502,2229195.65,933596.3118,7.09,0.14,0.06
503,2229202.834,933596.4735,7.19,0.17,0.1
504,2229210.146,933596.4802,7.31,0.2,0.12
505,2229217.612,933596.3179,7.47,0.23,0.16
506,2229225.261,933595.9724,7.66,0.26,0.19
507,2229233.12,933595.4297,7.88,0.28,0.22
508,2229241.214,933594.6756,8.13,0.31,0.25
509,2229249.573,933593.6961,8.42,0.35,0.29
510,2229258.214,933592.4781,8.73,0.37,0.31
511,2229267.122,933591.0128,9.03,0.37,0.3
512,2229276.273,933589.2923,9.31,0.35,0.28
513,2229285.642,933587.3087,9.58,0.34,0.27
514,2229295.207,933585.0543,9.83,0.33,0.25
515,2229304.944,933582.5213,10.06,0.33,0.23
516,2229314.827,933579.7018,10.28,0.32,0.22
517,2229324.835,933576.5918,10.48,0.32,0.2
518,2229334.952,933573.2027,10.67,0.3,0.19
519,2229345.162,933569.5494,10.84,0.28,0.17
520,2229355.452,933565.6473,11,0.26,0.16
521,2229365.805,933561.5112,11.15,0.25,0.15
522,2229376.208,933557.1565,11.28,0.22,0.13
523,2229386.646,933552.5981,11.39,0.21,0.11
524,2229397.107,933547.8515,11.49,0.19,0.1
525,2229407.593,933542.9331,11.58,0.17,0.09
526,2229418.108,933537.8594,11.68,0.15,0.1
527,2229428.657,933532.6472,11.77,0.15,0.09
528,2229439.245,933527.313,11.86,0.13,0.09
529,2229449.875,933521.8736,11.94,0.12,0.08
530,2229460.554,933516.3455,12.02,0.1,0.08
531,2229471.282,933510.745,12.1,0.09,0.08
